¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (401.44, 14.17, 246.12) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.925999
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.21068
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.394808
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591837
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802143
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028685
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27491
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543675
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837993
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160839
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517221
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909445
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348104
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840103
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977244
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61746
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37354
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24813
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25943
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42818
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59938
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56991
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55213
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.43935
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.42706
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.41741
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.23197
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.28067
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.27889
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.2797
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393876
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591474
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.801162
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027622
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273753
œ(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54262
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836661
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159375
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515602
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906927
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345292
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835492
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971524
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60794
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36135
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23396
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23513
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39935
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74985
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26035
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.30966
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.51269
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50031
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.49058
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.51702
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.35307
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.35126
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.35206
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393614
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591192
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800291
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026677
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272724
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541701
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835485
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15808
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514058
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904626
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342719
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829509
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360607
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6019
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34959
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22031
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2116
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37145
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7369
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23233
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.57302
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.55571
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.54705
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.53598
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.43334
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.42889
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.42705
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.42784
ó(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393429
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590642
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799529
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025849
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271824
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540919
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834464
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156958
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511505
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90254
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34039
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823861
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.354242
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59636
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33836
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20724
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19328
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34448
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71076
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20553
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.43394
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.87938
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39794
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.93671
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.51272
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50822
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50636
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50713
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39332
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590039
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798876
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025142
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271055
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540213
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8336
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156004
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509169
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900673
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338304
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818547
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.348255
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947822
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32758
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19473
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1781
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31839
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6699
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17988
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17982
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47872
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46445
õ(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.16216
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59572
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59117
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58928
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59003
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393285
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589537
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798333
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024553
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27047
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539565
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832889
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155224
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50705
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899023
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33646
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813565
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342642
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94169
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31727
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18275
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16377
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29324
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63032
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15535
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10796
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42464
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49203
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68969
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68242
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.67782
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.6759
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.67664
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393326
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589136
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797899
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024084
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270129
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539059
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832336
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154613
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505303
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897588
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334858
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808916
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.337404
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935987
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61784
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17138
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15022
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26899
ö(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59205
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13208
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03831
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37392
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52334
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.78027
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.77294
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.76829
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.76633
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.76705
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393444
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588837
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797576
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023733
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269913
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538697
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831939
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154175
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504208
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896372
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333498
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.804602
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332542
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930708
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6118
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16051
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13746
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24564
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55496
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10987
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97083
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36188
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55846
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08879
(401.44, 14.17, 246.12) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.97956
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.8095
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.71853
(401.44, 14.17, 246.12) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.86139
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393635
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58864
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797363
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0235
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269824
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538474
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831695
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153909
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503308
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895372
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.331195
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800617
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328055
†(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925855
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60625
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15024
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1255
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22007
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51917
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08073
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90551
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41582
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59734
(401.44, 14.17, 246.12) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.21966
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.24827
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.84688
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.75924
(401.44, 14.17, 246.12) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.86595
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393903
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588543
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797259
(401.44, 14.17, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023388
