¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237885
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204292
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334452
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470889
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614001
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760065
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904325
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055695
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21459
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08776
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423309
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530187
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629459
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733141
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841462
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954735
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07318
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197184
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327068
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463199
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595631
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732228
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875373
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025529
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183147
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072398
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375807
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525221
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62431
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727822
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835931
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948989
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067245
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190989
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316841
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440545
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570072
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705645
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847733
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996771
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15319
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317472
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329188
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520979
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619922
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723232
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831205
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9441
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062139
¸(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176727
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294217
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417093
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545681
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680311
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821386
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969368
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124643
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287697
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554022
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283428
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488694
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616248
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719448
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82727
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93733
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044255
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155936
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272693
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394753
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522496
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656225
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796371
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943273
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097478
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259405
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429629
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269748
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440592
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613342
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716427
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81712
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918937
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025194
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13622
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252213
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373538
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50045
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633348
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772566
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918552
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071733
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232553
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401599
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978533
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284294
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443415
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608182
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703227
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800243
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901442
¹(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007133
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11749
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232839
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353437
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479611
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611692
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750038
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895113
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047312
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207097
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375054
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551711
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299336
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458768
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568316
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677797
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780145
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884955
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990038
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09984
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214517
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334428
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459877
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591205
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728748
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872966
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024242
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183065
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349981
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525515
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31482
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421467
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529572
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642714
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749794
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855619
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966187
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081776
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19722
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316524
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441274
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571864
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708671
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852061
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002485
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160405
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326365
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500851
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684549
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283227
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385271
´(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49199
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603643
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720512
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825275
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934768
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049201
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168903
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294145
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423796
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553727
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689827
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832456
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98206
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139145
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304127
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477667
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660326
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249387
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350157
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4555
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5657
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681053
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796073
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904472
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017776
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136277
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260303
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390176
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52625
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668986
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814061
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962936
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119193
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283365
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455964
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637665
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829088
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216501
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316055
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42008
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52891
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642823
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762085
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875325
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987531
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104899
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227714
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356301
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491021
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632304
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780565
¶(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936265
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099951
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263977
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435711
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616492
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806972
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1846
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282946
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385742
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493243
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605741
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723495
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846921
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958442
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074686
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196363
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32373
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457164
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597073
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743865
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897998
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060017
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230427
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4099
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596854
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786395
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9863
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153675
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250858
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352425
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458636
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569778
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686108
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808007
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930457
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045701
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166245
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292447
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424659
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563232
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708602
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861249
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021636
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190359
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367987
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555224
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752752
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961412
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123658
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219757
(398.05, 11.94, 327.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320141
