¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25964
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.72235
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71139
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70408
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.479633
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.453824
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.429168
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.405639
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.383208
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.36185
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.341542
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.32226
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.303985
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.286696
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.270374
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.255002
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.240565
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.227046
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.214433
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.202711
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.191869
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.181897
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.172782
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.164518
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.241296
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.762124
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.094489
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.834665
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68342
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66886
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65796
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65071
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.469732
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.443987
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.419394
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.395925
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.37355
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.352248
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.331991
” (417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.312759
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.294531
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.277287
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.261008
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.245677
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.231278
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.217796
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.205217
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.193527
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.182715
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.172771
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.163683
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.155443
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.261634
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.7878
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.110344
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.883694
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63378
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61929
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60845
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60126
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.460758
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.435073
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.410536
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.38712
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.364798
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.343544
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.323335
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.304149
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.285963
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.26876
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.252519
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.237226
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.222861
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.209411
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.196863
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.185203
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.174418
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.1645
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.155436
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.147218
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.282542
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.814229
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.127483
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.934342
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58801
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.57359
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56281
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.55566
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.452703
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.42707
› (417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.402585
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.379217
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.356941
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.335732
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.315565
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.296418
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.278272
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.261105
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.244899
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.229638
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.215305
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.201885
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.189365
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.177731
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.166971
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.157075
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.148033
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.139835
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.304032
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.841427
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.145922
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.986657
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54608
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53173
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.521
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.51389
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.445559
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.419972
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.395531
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.372207
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.349972
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.328802
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.308672
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.289562
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.271449
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.254314
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.23814
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.222908
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.208602
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.195209
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.182713
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.171103
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.160365
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.150489
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.141466
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.133286
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.326114
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.869411
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.165682
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.040687
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50794
› (417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.49364
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48296
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47589
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.439316
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.413772
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.389369
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.366082
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.343883
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.322747
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.30265
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.283571
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.265489
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.248382
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.232234
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.217028
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.202747
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.189376
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.176902
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.165311
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.154593
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.144735
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.135728
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.127563
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.348798
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.898195
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.186784
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.096486
(417.86, 14.84, 246.84) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 8.548522
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.45931
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44867
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44164
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.433971
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.408461
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.384092
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.360837
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.338669
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.317563
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.297494
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.278442
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.260384
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.243302
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.227178
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.211993
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.197733
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.184381
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.171926
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.160352
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.14965
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.139808
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.130815
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.122663
÷(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.372095
(417.86, 14.84, 246.84) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.927796
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.209248
(417.86, 14.84, 246.84) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.1541
(417.86, 14.84, 246.84) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 8.632291
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42868
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41809
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41109
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334812
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624942
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944331
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297603
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70293
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.096828
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.080662
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.066131
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.053218
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.041913
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.032205
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.02408
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.017534
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.012559
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.009151
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.007306
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.007023
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319614
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60824
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925902
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27715
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678323
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.115503
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.099337
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.084806
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.0719
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.060604
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.050906
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.042799
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.036272
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.031321
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.027939
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.026125
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.025875
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304339
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591469
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907402
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256622
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653574
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105247
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.11963
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.105103
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.092202
ø(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.080914
(417.15, 14.82, 246.95) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 8.071231
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.206433
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.133018
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.062459
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.99466
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.978942
(417.15, 14.82, 246.95) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.978343
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289812
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574606
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888806
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236031
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62872
(417.15, 14.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077258
