¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81052
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62976
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64429
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83914
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73088
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7024
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67651
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65319
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63241
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61415
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5984
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58514
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57436
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56604
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56018
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140965
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332616
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540007
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769938
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01994
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28924
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587611
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915051
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277497
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681563
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150055
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668218
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2644
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955068
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5419
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54222
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71677
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66884
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64054
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61483
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59167
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57103
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55291
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53729
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52414
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51345
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50522
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49943
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.125189
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315576
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521531
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749407
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997623
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264785
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56047
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885138
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244232
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644405
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106782
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617584
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208144
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888984
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67788
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44212
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59689
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60986
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58174
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55619
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53318
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51269
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49469
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47918
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.46614
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45554
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44739
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44168
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.109552
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298709
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503249
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72907
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975555
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240613
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533642
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855593
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211396
ü(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607745
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.063648
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567636
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152771
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824004
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60087
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34396
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47951
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55387
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52592
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50053
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47766
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.4573
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43943
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42403
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41108
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40058
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39251
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.38685
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.094056
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.28202
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485162
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70893
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953739
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216722
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507127
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826421
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178985
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571581
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021064
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52021
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.098269
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760116
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52525
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24766
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36456
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50083
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47303
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44778
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42506
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40482
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.38706
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37177
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35891
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.34849
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.34049
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3349
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078702
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265507
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467273
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688988
ğ(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932172
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193118
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480926
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79762
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146998
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535908
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979027
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47403
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044631
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697304
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45099
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15325
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.252
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45066
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42301
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3979
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3753
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35519
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33754
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32234
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30957
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.29923
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2913
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28577
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.063491
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249172
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44958
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669246
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910858
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169795
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455038
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769186
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115435
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50073
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937536
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428547
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99185
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635555
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37807
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06062
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14179
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40331
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37581
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35083
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32835
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30834
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2908
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.27569
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26301
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.25274
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24487
Ø(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23939
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.048425
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233015
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432085
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649704
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889794
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146755
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429465
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74112
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084294
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46604
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896587
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383757
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939914
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574857
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30648
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96984
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03382
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3085
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33137
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30651
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28414
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26424
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24679
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23177
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21916
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20896
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20116
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19574
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.033504
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217036
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414787
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630362
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868983
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123998
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404202
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713422
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053601
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431836
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85618
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339649
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888816
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515194
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23618
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88078
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92813
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18102
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28964
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2649
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24264
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22284
Ú(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20548
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19054
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17801
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16787
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16012
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15474
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.01873
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.201237
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39769
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611223
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848424
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101526
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379255
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68609
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02333
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398116
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816544
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296223
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838546
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456556
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16717
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79346
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82461
(341.88, 7.24, 370.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05634
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.25059
(341.88, 7.24, 370.71) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22596
