¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.03896
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.967606
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.945539
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.925416
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.907233
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.890944
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.876579
”(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.864086
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.853452
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.844668
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.837718
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.832633
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.829937
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.855747
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21576
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406008
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610696
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831827
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072336
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330113
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610476
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916326
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25415
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634801
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068048
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556548
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094354
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.21172
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.058203
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.005562
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.985464
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.967572
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.951683
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.9377
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.925667
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.915524
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.907343
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.90107
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.896715
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.894255
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.893981
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 8.925881
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207742
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.397351
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601219
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821542
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061072
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317279
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5963
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900751
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237317
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616536
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047591
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533251
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067969
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679338
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.189726
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.106205
‹(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.087688
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.074103
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.062791
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.053723
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.046948
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.042584
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.040631
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.04118
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.044443
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.050651
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.06004
(417.27, 14.52, 251.56) (392.36, 8.06, 248.57) (0.81, 2.16, 0.81) Human 9.159373
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199825
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388806
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591872
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811402
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049488
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304645
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582354
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885434
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220759
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598542
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027444
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510344
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042038
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650155
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33494
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11536
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0247
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97914
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37327
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95673
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88074
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.29175
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.24924
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.2122
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.18016
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.15294
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.13019
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.13971
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192013
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380374
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582658
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.801404
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038085
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292208
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568641
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870375
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204474
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580819
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007606
ü(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487827
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016557
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621513
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30242
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07716
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98064
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03462
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30349
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87178
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.20738
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.11324
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.08638
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.06329
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.04393
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.02828
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.01629
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.02522
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184303
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372054
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573575
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791553
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026862
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279973
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55516
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855574
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188462
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563365
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988074
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465697
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991522
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593405
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27052
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03973
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93751
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98366
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23535
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78894
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.22382
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.12645
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.1067
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.09077
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.0786
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.07019
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.06561
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.08086
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176698
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363848
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564624
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781844
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01582
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267936
å(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541911
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84103
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172723
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546182
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968849
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443954
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966931
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.565828
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23922
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00307
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89529
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93383
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20811
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7081
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5535
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.38006
(417.27, 14.52, 251.56) (384.39, 7.87, 250.69) (0.81, 2.16, 0.81) Human 17.39726
(417.27, 14.52, 251.56) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.50308
(417.27, 14.52, 251.56) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.48233
(417.27, 14.52, 251.56) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.46618
(417.27, 14.52, 251.56) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.45462
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169196
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355755
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555807
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772282
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004962
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256102
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528894
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826744
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157258
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529269
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950169
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422598
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943043
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538785
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20853
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96763
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85398
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88513
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14649
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62933
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45031
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.685
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.55586
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.51177
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.47222
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.43717
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.44854
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161802
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347778
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547123
â(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762866
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994286
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244466
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516109
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812716
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142065
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512629
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931798
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401625
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920183
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512269
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17836
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93351
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81357
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83755
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08628
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55254
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34998
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56508
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.21192
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.16899
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.13054
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.09652
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.09229
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154513
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339916
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538573
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753597
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983793
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233033
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503555
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798944
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127146
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496257
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91372
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381038
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89772
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486279
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1486
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90009
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77406
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79107
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02746
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48066
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25242
(417.27, 14.52, 251.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44854
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.88253
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.84071
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.80329
(417.27, 14.52, 251.56) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.78654
