¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(401.06, 14.08, 246.14) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.26973
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.912989
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.889972
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.868444
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.303473
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.34681
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.32111
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.23904
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.815496
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.799409
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.785089
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.61455
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.59862
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.58481
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65228
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83936
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 24.15867
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 23.74885
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168097
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401783
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655156
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930885
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231882
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.13012
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.008213
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.981979
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.957293
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.934128
ú(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.912458
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.347417
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.3714
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.34563
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.78767
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.76989
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.753884
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.003403
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.91879
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.90234
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.88806
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64938
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6881
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 23.65835
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 24.04531
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 24.03835
(401.06, 14.08, 246.14) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 24.13318
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172786
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406833
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66068
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936851
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238415
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.183053
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.05481
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.028399
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.003546
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.980223
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.958407
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.393247
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03705
(401.06, 14.08, 246.14) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.3723
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.744139
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.726442
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.737108
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.329142
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.43224
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.22623
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.21144
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70267
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46277
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44949
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177514
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411969
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666225
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942929
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245027
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.238374
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.103425
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.07683
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.051802
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.028316
ı(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.006347
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.441016
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.93202
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.49005
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.865108
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.685109
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.669256
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.655143
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.792722
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.57229
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.55696
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75937
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67822
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15182
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182279
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417137
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671853
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949058
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25176
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.29617
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.219686
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.127334
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.102124
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.078467
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.056339
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.490777
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.848479
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.829367
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.812239
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.134368
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.919508
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.901468
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.18373
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.94276
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.92684
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8195
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87298
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96332
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187144
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422394
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677544
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955262
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2589
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.356525
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.279008
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.179975
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.154574
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.13074
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.108445
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.542588
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.666062
ø(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.642043
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.32423
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.642114
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.332835
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.313804
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.355351
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.34022
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.32367
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88316
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94975
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68376
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192021
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427684
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683309
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96241
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268759
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60479
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.340933
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.23482
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.209225
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.185205
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.162736
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.181383
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.698888
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.674787
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.21814
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.36544
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.788344
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.768204
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.750044
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.22451
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.75039
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95036
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03011
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33187
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73886
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197019
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433056
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690446
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971495
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278697
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61576
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.405552
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.291946
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.266144
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.24193
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.219281
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.198172
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.733842
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.709653
(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.770763
õ(401.06, 14.08, 246.14) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.03474
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.58668
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.27133
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.25202
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.74879
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.2104
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02117
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11403
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96796
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18484
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202034
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440102
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698859
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98069
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288707
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626769
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.47297
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.351427
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.32541
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.300996
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.278158
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.256873
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.737062
(401.06, 14.08, 246.14) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.28215
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.962188
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.9413
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.922245
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.946629
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.81073
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.95548
(401.06, 14.08, 246.14) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.70761
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05655
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20163
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63929
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83261
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208973
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447926
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707308
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989893
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298829
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637899
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.543293
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.413346
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.387105
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.362482
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.339447
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.317979
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.790711
(401.06, 14.08, 246.14) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.955188
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.930962
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.910155
í(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.042288
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.365561
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.693954
(401.06, 14.08, 246.14) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.41643
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14011
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03267
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07615
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42715
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45427
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216208
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455759
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715854
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999228
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309023
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649114
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.61664
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.477787
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.451315
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.426472
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.403234
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.381575
(401.06, 14.08, 246.14) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.854251
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.92426
(401.06, 14.08, 246.14) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.901686
