¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(351.56, 7.15, 358.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591244
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87338
 (351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9687
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232342
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360687
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381521
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667777
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032587
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441165
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901779
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424931
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024153
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732053
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5666
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56017
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76379
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30422
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93855
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58482
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57794
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967411
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23095
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340327
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365288
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665724
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030292
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438585
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898859
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421601
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020319
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722127
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55487
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5461
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75668
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29542
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88526
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36009
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29136
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96602
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229391
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321311
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350055
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663528
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027841
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43583
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895741
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418044
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016223
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.711863
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54274
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53154
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74901
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28589
¤(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83305
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1791
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01327
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964516
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227768
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303669
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33581
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66119
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02523
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432897
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892421
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414257
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.011868
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702892
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53021
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51651
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72933
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27568
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78203
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2436
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74339
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962947
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226042
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287685
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330824
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658847
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022468
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429791
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888906
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41025
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007254
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697526
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51729
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50102
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71479
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26482
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73213
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32447
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48365
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961249
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224182
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272991
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327338
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656708
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019841
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426511
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885195
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406015
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.002384
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.691865
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50399
¨(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48507
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71016
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25325
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69515
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37749
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5437
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959443
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2222
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259571
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323719
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652857
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017304
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423559
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881374
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401563
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997259
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685906
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49093
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46867
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70478
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24103
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8632
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43246
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59623
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957554
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220122
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24741
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319968
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648687
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014612
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420535
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877953
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397214
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991881
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679656
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48357
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45183
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69861
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22815
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0345
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48938
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50442
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955576
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21794
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236498
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316084
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644371
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010096
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417342
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87434
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393094
ª(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986893
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673141
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47588
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43455
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69141
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21456
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20898
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5177
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41581
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953477
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215644
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226825
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312074
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639913
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005112
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41398
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870538
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388762
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.981909
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667346
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46826
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41684
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67992
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20036
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37914
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43995
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33021
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950972
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213252
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21838
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307932
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635312
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99997
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408572
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866546
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384209
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976674
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.661264
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46111
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40775
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66788
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18549
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.372
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36492
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24764
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946407
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210692
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211155
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303664
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630569
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994669
«(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402612
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862365
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379442
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971194
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654898
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45362
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39883
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65536
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17002
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25929
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2684
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.168
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941765
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205599
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205142
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299271
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625687
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989215
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396479
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855767
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374468
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965472
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648249
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4458
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38951
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64235
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15387
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13876
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16475
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06502
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937044
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200393
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200338
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294753
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620667
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983607
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390174
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848627
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369279
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959506
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641319
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43766
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3798
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62764
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13709
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01949
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06422
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02691
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932184
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195109
(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196736
¥(351.27, 7.17, 358.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290112
