¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(419.68, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217514
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30366
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964801
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73365
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62071
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 9.17047
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.856104
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.73088
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.692207
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.68047
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.678658
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.680457
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.68395
ª(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.689139
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.695697
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.850672
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.018147
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.198648
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39242
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60148
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829925
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080609
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354307
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654271
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98687
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351986
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753366
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201084
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70876
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284348
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943182
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70892
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59207
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 9.1964
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.885664
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.753761
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.716684
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.706247
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.699616
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.700049
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.702181
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.706008
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.691246
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.845894
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.01301
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.193109
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386327
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594879
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822682
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072702
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345602
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644694
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976226
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340123
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740333
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186426
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692523
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265692
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922342
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6851
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56452
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 9.224655
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.917444
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.797421
¹(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.754649
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.742027
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.734899
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.735338
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.744653
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.758012
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.686943
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.841269
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008035
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187748
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380437
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588498
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81567
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065047
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33718
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63543
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965926
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328665
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727764
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172274
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676871
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247693
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902275
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66218
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53804
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 9.257959
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.984441
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.847705
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.829906
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.816053
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.816091
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.825218
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.836089
(419.69, 8.44, 364.14) (393.09, 1.96, 360.33) (8.25, 2.81, 6.35) Truck 8.855282
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.682787
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.836796
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003227
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182565
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374748
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582336
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808887
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057643
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329041
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626478
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955964
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317607
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715653
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158628
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661806
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230346
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882976
‹(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64015
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51257
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5206
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71375
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16152
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.26117
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.9092
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76362
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.678782
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.832479
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998584
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177561
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369263
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576395
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802333
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050491
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321182
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617836
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946346
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306952
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.145485
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647322
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213645
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864443
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61901
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48793
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49268
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68023
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12053
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.23915
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49478
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66944
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674924
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828312
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994107
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172736
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363976
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57067
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796008
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043588
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313604
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609503
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937065
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296695
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692803
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132839
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633413
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19759
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846666
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59867
‹(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46434
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46604
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64826
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08145
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.19276
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42761
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57984
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.671215
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824301
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.989794
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168087
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358893
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565165
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789912
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036936
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306307
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60148
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928123
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286835
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682059
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120695
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619764
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182176
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829646
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57853
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44178
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44067
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61782
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04426
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.08049
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36377
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49479
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667654
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.820441
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.985646
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163618
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35401
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559876
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784044
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030533
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299287
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593763
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919518
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277371
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671696
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109043
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606608
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167399
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813373
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55924
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42025
ı(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41655
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58889
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00893
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92505
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30319
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4142
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.664242
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.816737
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.981664
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159328
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349331
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55481
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778405
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024381
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29255
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586356
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911252
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268304
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661593
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09789
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594015
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153259
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797848
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54081
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39975
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39368
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56148
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97546
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88036
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2459
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33798
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660979
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813185
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977846
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155214
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344849
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.549958
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772994
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018477
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28609
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579257
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903325
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259631
(419.69, 8.44, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651931
