°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07819
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.897309
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.883036
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.869913
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.857896
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.846961
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.837117
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.82832
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.822629
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.833158
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.865129
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.933113
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822919
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026193
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.285092
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.143577
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.091127
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.062179
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.035676
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.010499
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.986617
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.963982
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.942573
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.92237
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.903334
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.885445
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.868693
Ë(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.853041
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.838473
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.824981
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.812541
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.801145
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.790769
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.781412
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.773062
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.765706
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.761054
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.769304
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.793497
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.838878
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81464
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017277
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.14119
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.068791
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.029399
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.003153
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.978226
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.954556
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.932096
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.910838
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.890738
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.871789
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.853956
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.837226
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.821579
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.806992
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.793463
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.780962
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.769482
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.759006
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.749531
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.741039
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.733524
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.726978
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.722892
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.730133
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.751135
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.789225
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806531
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.201221
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.085674
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.026625
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.992259
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.967061
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.943101
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.920352
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.898791
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.878384
Ë(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.859124
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.840974
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.823918
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.807946
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.793027
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.779158
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.766312
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.754482
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.743655
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.733819
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.724961
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.717077
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.710155
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.704185
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.700455
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.707205
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.726691
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.761532
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798552
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.152903
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.05745
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.003666
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.971535
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.947039
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.923765
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.901679
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.880765
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.860996
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.842344
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.824787
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.808317
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.792906
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.778543
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.76521
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.752897
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.741588
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.731271
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.72193
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.713566
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.70616
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.699714
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.694216
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.690761
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.697324
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.716208
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.749818
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790734
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.138324
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.047912
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.995726
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.964314
Ë(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.940377
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.91764
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.896081
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.87568
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.856413
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.838257
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.821188
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.805194
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.790253
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.776351
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.763476
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.751608
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.740741
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.730861
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.721958
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.714025
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.707047
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.701022
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.695951
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.69273
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.699331
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.718334
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.752187
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783062
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.149001
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.05494
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.001585
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.969707
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.946237
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.923967
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.90286
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.882913
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.864081
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.84636
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.829728
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.814161
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.799649
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.786169
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.773714
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.762273
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.751822
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.742361
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.733878
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.726364
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.719803
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.714202
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.709544
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.706563
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.713451
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.733324
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.768986
‰(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775535
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.190771
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.080069
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.02213
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.988251
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.965182
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.943345
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.92268
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.903161
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.884767
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.86748
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.851281
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.836149
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.822074
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.809038
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.797025
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.786021
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.776029
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.767021
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.758988
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.751941
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.745855
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.740733
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.736561
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.733873
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.741379
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.763218
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.803134
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768184
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96725
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.130382
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.060954
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.022605
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.999477
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.978127
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.957957
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.938933
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.921051
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.904279
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.888601
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.873992
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.860455
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.847961
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.8365
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.826065
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.816648
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.808226
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.800804
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.794377
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.788916
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.784443
ﬂ(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.78094
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.778731
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.787523
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.813543
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.863483
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760924
(342.40, 7.02, 370.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95949
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.242993
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.12908
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.079697
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.054779
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.034163
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 5.014731
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.996479
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.979374
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.963418
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.948573
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.934821
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.922166
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.910583
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.900066
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.890618
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.882201
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.874826
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.868486
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.86318
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.858911
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.855646
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.853432
(342.40, 7.02, 370.17) (337.68, 1.24, 388.95) (0.81, 2.16, 0.81) Human 4.852324
