¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68467
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75606
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05214
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41648
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32246
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72755
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270087
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543572
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844585
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176122
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542956
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513635
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999496
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543643
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16558
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87327
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68927
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64038
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76248
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11427
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41866
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32487
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67986
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26891
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542882
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843853
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175313
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54206
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514345
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99813
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539272
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16658
×(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87438
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69063
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64198
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76478
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17557
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4222
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31244
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64691
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267733
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542109
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843003
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174373
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541018
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513094
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994107
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534743
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16735
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8753
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69163
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64316
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7662
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23603
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41111
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27546
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6125
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26693
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54123
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842036
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173306
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539834
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509359
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989956
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532137
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16787
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87589
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69235
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64398
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76718
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29261
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37932
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24011
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57671
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266029
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540243
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840952
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172109
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538504
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505503
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985618
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530877
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16817
Ï(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87622
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69273
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64442
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76773
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28481
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34904
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22313
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5395
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26503
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539149
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83975
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170782
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537032
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944337
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981136
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529332
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1682
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87631
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69281
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64454
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76787
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27594
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32022
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27056
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5009
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263934
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537951
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838431
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169326
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535416
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942536
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976461
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527534
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16805
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87607
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69258
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64424
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76752
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26607
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29293
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31833
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46097
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262742
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536645
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836997
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167741
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533657
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940575
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971638
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525423
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16759
Ğ(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87563
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69201
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64362
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76672
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25517
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26715
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36645
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41971
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261454
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535235
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835445
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16603
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531759
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938456
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966682
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523028
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16698
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87486
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69116
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64257
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76554
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22778
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24278
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41492
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30562
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260069
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533719
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83378
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164191
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529719
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936179
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961582
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520328
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16581
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87382
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68995
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64121
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76389
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17685
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18831
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46729
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97286
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258589
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532098
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831998
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162223
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527536
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933747
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95627
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517341
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1624
É(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87255
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68846
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63943
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76178
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12694
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13144
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56838
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63817
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257014
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530374
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830103
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160132
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525214
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934258
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385038
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514091
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15865
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87098
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68664
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63732
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75927
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07807
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07573
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67047
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30224
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255344
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528546
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828094
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157913
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524298
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934191
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382634
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510538
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15459
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86916
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68452
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63484
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75629
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0302
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07812
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77355
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85479
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253579
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526616
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825973
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155793
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525362
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931906
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380075
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506705
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1502
Ä(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86703
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68209
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63195
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75289
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98341
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10166
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80928
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23222
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251723
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524581
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823736
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156607
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526264
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929487
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377362
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502587
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14553
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86468
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67933
(349.55, 6.99, 364.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62873
