¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(425.10, 14.72, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.601202
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178669
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755301
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41562
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14938
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99288
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96911
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05014
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5482
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28666
ñ(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93833
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.85566
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82666
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80057
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77879
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7613
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74806
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73908
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73433
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73383
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048834
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228454
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485716
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76652
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07395
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413706
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791252
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208166
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668598
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18552
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761354
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42511
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15333
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9978
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97488
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07165
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56718
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38198
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06064
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.86119
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82735
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80154
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78003
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76279
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74982
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7411
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73663
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73639
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124399
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23173
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489285
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770424
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077824
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419566
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797749
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213745
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674828
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190944
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769438
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4289
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15746
Ï(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00293
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98133
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09345
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5866
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43472
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96437
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66237
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.00869
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228242
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27371
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492873
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774347
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083012
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425441
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804264
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219359
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681103
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196441
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77788
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43264
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16394
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00827
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99008
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18625
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60644
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46793
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86929
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54528
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.00946
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357197
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354517
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496479
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77829
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08835
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431334
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810751
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225011
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68743
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.202013
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786387
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43654
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17067
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01381
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00268
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20162
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62671
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50147
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77548
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67878
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.4721
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39648
Â(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458257
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519596
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782247
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093703
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43724
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815881
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230705
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693806
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208114
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.794967
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44058
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17755
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01955
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01573
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2204
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64739
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53164
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73687
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95792
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399685
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600404
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609007
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786644
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099067
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443162
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821045
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236438
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700208
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215728
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803613
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44495
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1835
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02564
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02896
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2386
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6685
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53993
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73965
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24574
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98514
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404311
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662089
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71428
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791537
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104442
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449096
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826234
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242216
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705359
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223401
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809213
Ñ(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4512
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18881
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03385
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04237
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25703
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54862
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76277
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42052
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80553
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408899
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667089
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860242
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882794
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109828
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45504
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831457
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24803
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710572
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23113
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813157
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45758
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19429
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04225
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05596
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27568
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70289
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55765
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79686
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35606
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6318
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413484
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672085
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953819
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980902
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115222
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460995
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836713
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253881
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716532
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238913
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81723
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46409
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19995
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05084
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07027
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29455
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71737
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56712
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83167
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31552
â(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55691
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418106
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677095
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959266
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141039
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182666
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465847
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842006
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259773
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723485
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246749
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821485
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47073
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20578
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0613
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0886
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31363
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72872
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58585
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86711
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2783
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71296
(425.15, 14.68, 251.33) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 23.39691
(425.15, 14.68, 251.33) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 23.38008
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422705
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682107
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964735
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268781
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291914
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470651
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847328
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265701
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730481
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254636
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827424
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4775
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2131
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07328
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10709
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32838
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74092
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61446
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90323
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24433
(425.15, 14.68, 251.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427294
