¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(420.59, 14.24, 320.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302809
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34164
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830062
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375051
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00682
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73323
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57905
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59673
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81234
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2524
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14715
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4837
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21477
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595866
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880696
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180083
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508235
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886237
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32115
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807343
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347906
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975884
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69708
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53684
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54836
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75646
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18427
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05773
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3702
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07275
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583257
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867763
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166216
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493006
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86897
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30054
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784577
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320648
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.944855
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66081
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49452
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49987
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70044
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11601
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96818
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25444
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93155
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57061
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853929
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152357
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477787
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851646
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279815
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761765
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293281
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913733
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62444
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45209
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45125
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64429
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04764
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87852
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13901
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79119
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.94988
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557927
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840063
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138509
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462581
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834274
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258983
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738918
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265819
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882538
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58798
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40958
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40255
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58803
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97919
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78737
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02393
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64929
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.8109
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54521
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82616
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124671
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447393
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816852
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23805
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716034
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238262
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851269
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55143
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.367
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35277
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53168
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91068
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69499
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90923
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50733
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65329
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532464
¡(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812228
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110852
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432227
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799391
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217022
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693126
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210625
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81994
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51481
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32436
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30093
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47526
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84214
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60249
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79495
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.36867
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49709
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519692
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798269
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097052
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417084
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781892
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195907
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670196
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.183926
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788562
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47813
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2817
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24896
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41837
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77358
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50988
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67866
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23094
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506896
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784289
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083273
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401968
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764359
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174709
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647252
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158092
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.757138
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44141
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23901
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19687
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35731
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70504
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4172
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55857
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09416
Ÿ(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494078
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770288
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069517
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38688
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746799
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153437
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624298
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132254
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725683
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40464
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1963
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14467
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29612
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63661
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3245
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44454
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95835
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481244
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756271
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05579
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371826
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729215
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133402
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60134
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106423
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694202
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36785
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15358
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09239
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23481
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56824
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23181
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33151
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82354
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468396
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742239
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041729
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356805
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711609
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113831
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578064
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0806
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662705
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33148
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11086
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04003
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17341
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4999
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13917
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21897
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98667
¬(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455535
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7282
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026343
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341826
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693987
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094244
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553966
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054797
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6312
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29536
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06816
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98764
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11194
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43133
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04662
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10693
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85375
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91928
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442788
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714151
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010953
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326884
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676354
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074652
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529815
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029013
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59945
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25925
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02549
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9352
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05043
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36288
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95418
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18599
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72177
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76495
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430198
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700102
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99556
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311989
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658716
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055056
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505622
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003259
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5676
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22316
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98286
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88276
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9889
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29455
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00615
Ç(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05226
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59073
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61223
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417616
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68605
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980171
(420.59, 14.25, 320.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297139
