¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(433.53, 15.07, 250.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312628
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980938
Õ(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290866
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631166
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006418
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422186
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885344
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404347
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901464
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43135
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02338
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68908
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86709
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.90279
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.87573
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.85129
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.85509
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.87358
(432.98, 15.04, 250.08) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 12.89464
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.33672
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437383
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697446
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980835
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29077
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631053
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006255
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422038
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885182
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404892
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95616
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51409
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1161
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79369
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.41351
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.4205
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.42992
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.44179
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.45611
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.47289
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.49216
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.42359
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437284
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697362
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980741
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290648
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630911
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00613
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421879
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885002
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40899
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972292
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56237
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21078
å(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9006
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.04609
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.05187
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.06
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.0705
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.08338
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.09864
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.39123
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.51438
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.6701
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437173
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69723
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980608
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290508
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630757
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005956
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421705
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884808
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413021
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98863
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58077
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24984
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.74746
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.71813
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.70664
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.71362
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.72289
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.73447
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.74837
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.59716
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.771
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.80531
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437061
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697104
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980464
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290354
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630585
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005784
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421515
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88472
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416985
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00519
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59939
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27099
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.82704
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.7975
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.77041
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.74572
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.72341
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.70347
(432.98, 15.04, 250.08) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 11.68587
â(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.58613
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.60957
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.29648
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.32555
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.35772
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.39305
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.43154
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.47326
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436938
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69698
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980334
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290192
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630432
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005587
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421281
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888186
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420887
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02196
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61829
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29242
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10147
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03703
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06564
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.10698
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.11678
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.12955
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.14529
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.16402
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.18576
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.88013
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.90736
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.9376
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.9709
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.00727
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 15.04676
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436804
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696834
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980183
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290016
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630226
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005379
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421041
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89159
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42473
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02796
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63745
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31415
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16604
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12351
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16662
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.71523
ç(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.72382
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.97758
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.95504
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.93548
(432.98, 15.04, 250.08) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.91888
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.90522
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.89448
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.88666
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.88174
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.87973
(432.98, 15.04, 250.08) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.88062
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436644
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696672
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979991
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289826
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630019
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005133
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420772
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894922
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428492
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03224
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65684
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33616
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2312
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21145
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26936
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.34595
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.35344
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.36374
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.37686
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.39281
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.41161
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436507
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696485
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979806
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289633
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629787
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004908
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422998
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898199
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432198
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03644
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6765
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37596
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29692
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30084
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.99359
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.99735
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.00384
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.01308
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.02506
Ì(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.0398
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 14.14452
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436332
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696317
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979614
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289404
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629559
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004627
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425882
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901436
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435828
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04055
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69639
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43249
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36319
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39168
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.83604
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.807
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.78076
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.75729
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.73658
(432.98, 15.04, 250.08) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.7186
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436152
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696127
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979403
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289173
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629285
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004345
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428699
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904575
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439367
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0446
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71656
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48946
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43001
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48399
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38499
(432.98, 15.04, 250.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.30475
(432.98, 15.04, 250.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.36593
(432.98, 15.04, 250.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 17.03823
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435956
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695917
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979169
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288915
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629017
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00503
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431444
(432.98, 15.04, 250.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907669
