¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256097
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.389359
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.229095
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.228751
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372483
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574228
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79289
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030629
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289997
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574015
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886302
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231218
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15526
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612954
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126956
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708224
ƒ(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3707
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13256
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79776
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59733
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51597
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.69357
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.68861
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.42724
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.16287
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.913454
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.677833
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.467124
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.360821
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.258664
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.16048
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.153631
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36031
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561058
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7786
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015074
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273002
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555377
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865777
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208505
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128218
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582677
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092835
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669546
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32646
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08145
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72768
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51731
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42376
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.61098
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.54276
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.23164
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.94023
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.666796
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.505837
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.396815
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.292057
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.191381
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.094618
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.081492
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348247
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548012
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764448
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999672
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256182
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536934
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845469
–(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696835
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101448
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552748
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059176
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631335
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28278
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03107
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68381
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43906
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33366
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.53172
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.46047
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.15401
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.866869
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.597342
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.436876
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.32939
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.226102
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.126837
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.031425
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.012236
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336298
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535091
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750433
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984423
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23953
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518683
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825379
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673013
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523178
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025928
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593626
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23971
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98138
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65319
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36254
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24558
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.45568
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.38186
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.07983
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.796736
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.530916
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.370782
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.264756
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.162868
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.064945
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.970823
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.945769
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324462
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522294
…(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736557
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969328
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223051
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500626
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805507
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649484
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048848
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493952
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993065
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556425
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19721
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93238
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62358
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2965
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15958
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.38275
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.30681
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.00899
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.729729
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.467429
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.307468
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.202832
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.102277
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.005632
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.912738
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.884066
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312742
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509626
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722822
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95439
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206749
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482765
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785858
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62621
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023019
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465106
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96058
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519648
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15527
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8841
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59497
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26449
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0756
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.31285
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.23522
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.941371
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.665755
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.406794
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.246855
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.14354
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.068895
†(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.003908
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.954117
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.916147
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.301137
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497083
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709228
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939608
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190619
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465098
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247368
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60326
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997479
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436601
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928565
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483431
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11391
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83648
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56742
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23355
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99358
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.24589
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.16697
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.876889
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.604724
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.348928
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.247778
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.176622
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.108314
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.055334
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.014729
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 8.976229
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289649
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484671
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695776
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924984
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174667
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44763
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226803
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580499
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972285
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408449
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896946
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447655
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07313
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78955
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54083
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20377
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95022
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.18178
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.10196
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.815451
Š(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.546552
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.365358
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.290597
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.218803
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.16248
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.119126
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.077942
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.038882
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278282
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472389
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682468
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910519
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15889
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430359
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206473
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558071
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94733
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38063
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865725
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412362
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03291
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74333
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51528
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17514
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91788
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.12045
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.0401
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.756968
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.491161
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.411142
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.335683
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.275833
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.229609
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.185626
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.143833
(338.62, 7.57, 336.75) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.104187
(338.62, 7.57, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.267031
