¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192554
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638453
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808409
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990094
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184734
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393763
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61876
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773967
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887097
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005448
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242105
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521865
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825669
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156732
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482233
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88303
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328365
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822739
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38887
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15466
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1194
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52016
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37719
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.633845
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.776654
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.929531
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093584
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269971
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460087
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655592
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826629
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009559
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205563
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416105
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642762
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772643
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885726
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004035
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185025
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460176
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758838
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084033
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439421
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845518
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776865
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33103
³(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08285
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03468
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41792
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35888
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.640653
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.78393
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937337
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101936
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278948
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469786
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673275
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845472
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029655
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227092
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439174
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664192
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772317
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885389
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003686
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129679
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40044
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694096
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013711
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362703
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782721
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247414
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732957
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2756
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01396
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95348
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30644
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34925
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.647678
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.791438
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.945339
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110532
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288188
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479752
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686852
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864885
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050395
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249276
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462986
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664862
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773014
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886092
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004409
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128288
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342519
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631449
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94566
´(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288514
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703608
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173696
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691031
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22768
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94786
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87569
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19072
(391.52, 12.47, 326.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34821
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704877
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023672
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375839
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766728
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203083
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693196
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229351
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75638
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1994
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68677
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24681
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29698
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695569
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013433
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364452
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754095
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18892
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677216
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217694
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75268
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19533
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68228
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22884
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23496
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686096
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002995
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352898
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74122
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174469
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660916
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205786
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749372
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19168
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67825
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21588
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17208
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676436
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99235
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341116
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728069
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159783
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644389
º(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192092
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746361
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18841
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67463
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2119
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12411
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666637
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981525
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329118
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714713
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144857
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627518
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172948
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743734
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18556
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67149
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23005
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16555
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656637
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970497
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316896
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701139
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129639
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610412
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153522
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741509
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18308
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71936
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32044
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20544
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646468
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959299
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304531
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687342
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114215
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593026
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133811
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758203
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25481
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80169
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41256
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24367
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63615
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947943
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291925
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673367
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098562
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575377
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11378
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726355
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33009
·(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88555
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50648
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34156
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625665
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936388
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279148
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659135
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082638
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557507
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0935
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703166
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40673
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97099
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60228
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46923
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615022
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924666
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266203
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644734
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066525
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539347
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072924
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679688
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48473
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.058
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69996
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59937
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604223
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912805
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253054
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630122
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050198
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520964
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052118
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65587
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51133
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14662
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79953
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73198
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593313
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900751
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239711
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615325
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033631
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502358
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031037
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631813
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4631
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23689
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91348
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86712
¹(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582235
(391.97, 12.40, 326.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888538
