¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(341.61, 6.91, 371.85) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.05135
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.91638
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.91182
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.90938
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.90907
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.91089
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.91484
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415473
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674967
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957752
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268228
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607229
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481629
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918617
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404992
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949577
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56322
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25987
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05748
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.0938
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.06731
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04309
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.02112
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.00138
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.98386
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.96852
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95535
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.94435
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9355
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9288
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.92423
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.92179
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.92148
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9233
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.92726
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406259
¿(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664943
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946808
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255779
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593534
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463644
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898658
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38273
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924536
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5349
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22767
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0204
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.10858
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.08206
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05781
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.03582
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01606
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9985
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.98315
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.96996
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95895
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95009
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.94338
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9388
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.93636
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.93606
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.93788
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.94184
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397048
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654939
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935889
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243363
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054477
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44575
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878787
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360556
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89962
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50677
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19558
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98357
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.12558
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.09902
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07474
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05271
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.03292
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01534
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.99996
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.98676
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97573
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.96686
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.96013
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95555
¿(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95311
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9528
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.95463
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9586
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38785
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644953
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924993
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684583
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038336
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42792
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858992
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33848
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874876
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4788
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16372
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94697
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.14481
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1182
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.09388
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07181
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05199
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.03438
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01897
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.00575
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9947
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.98582
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97908
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9745
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97205
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97175
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97358
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.97756
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378698
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634992
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914123
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66995
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022227
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410157
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839319
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316526
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850227
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45097
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13206
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91057
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.16628
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.13962
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.11525
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.09315
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07328
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05564
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04021
Æ(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.02696
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.0159
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.00699
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.00025
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.99565
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.99321
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.9929
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.99474
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 10.99872
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369567
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625056
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33537
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655363
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006235
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392489
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819698
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29468
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825719
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42329
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10056
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87442
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.19001
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1633
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.13888
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.11673
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.09683
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07915
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.06369
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05042
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.03933
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.03041
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.02365
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01905
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01659
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01629
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.01813
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.02213
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36046
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030184
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322111
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640873
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9903
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374893
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800195
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272917
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801361
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39581
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06927
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8385
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72535
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.18927
Ù(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.16479
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.14259
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.12265
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.10493
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.08943
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07613
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.06502
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.05608
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04931
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04469
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04224
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04194
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04379
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.04779
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351377
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018057
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30888
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626405
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974403
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357377
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780809
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251319
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777138
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36845
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03819
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80286
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6806
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.21754
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.19301
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.17076
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.15076
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.133
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.11747
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.10413
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.09299
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.08403
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07725
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07263
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07017
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.06986
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07172
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.07574
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739634
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005995
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295754
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612044
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958612
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33997
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761518
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229814
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753036
Ö(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34127
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00729
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76746
(341.65, 6.92, 371.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63139
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.24816
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.22356
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.20125
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1812
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1634
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.14782
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.13445
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.12329
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1143
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.1075
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.10287
(341.65, 6.92, 371.97) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.10041
