¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(337.02, 7.85, 344.58) (328.56, 1.91, 308.38) (7.08, 2.96, 7.96) Truck 17.21059
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19782
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357842
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498688
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645784
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799435
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960033
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31541
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90148
ê(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44365
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30286
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35055
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58635
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94821
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56894
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08769
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984925
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299253
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638496
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001009
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40555
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84709
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016479
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194254
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381096
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529242
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677385
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83215
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993928
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42137
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96614
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54246
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4128
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4706
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.734
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88631
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88863
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31111
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977027
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290592
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629452
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991025
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396997
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844829
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014122
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191824
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378531
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561342
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710587
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866497
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02951
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53019
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03261
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64377
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52538
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56853
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8854
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84518
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22713
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92856
ø(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969011
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281795
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620299
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980962
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388294
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843319
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012755
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190423
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377078
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573368
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745411
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902565
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07527
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6052
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1009
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74756
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64075
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66889
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0406
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79885
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57996
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10083
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960876
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272854
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611115
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971351
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379477
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833466
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012464
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190092
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376756
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57304
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779659
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940333
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17789
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66908
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17111
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85388
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75888
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77178
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1997
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93518
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94796
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27587
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952613
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263785
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60183
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963272
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370478
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823452
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013186
ó(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190832
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377504
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573799
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780502
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979805
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27213
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7347
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24317
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96284
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86494
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87716
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35438
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15526
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33205
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45418
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944242
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254603
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592465
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955051
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361393
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813278
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0149
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192626
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379405
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575819
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782543
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00043
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3336
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80204
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31725
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07447
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95477
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98523
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46924
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3814
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65228
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63578
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935754
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2453
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583048
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946704
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352116
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80295
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017675
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195518
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382402
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578974
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78587
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0039
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3967
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87117
é(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39332
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18885
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04564
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09597
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50249
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61382
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9882
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82074
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927121
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23587
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573554
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938248
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342741
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792481
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021446
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199467
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386538
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583271
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790379
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03691
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46143
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9421
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47148
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3061
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13856
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20944
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43328
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85274
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35644
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918423
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226308
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564793
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929669
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333217
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781867
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026262
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204498
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391795
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588793
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796114
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07491
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52111
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01496
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57424
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3828
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23359
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35299
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36767
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9317
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73848
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909592
õ(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216647
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556359
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920948
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32354
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77108
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032129
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210595
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398167
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595423
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825089
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11432
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57671
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08966
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68077
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45652
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33077
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49833
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31255
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0091
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20188
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900679
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20684
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54734
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912135
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313763
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760163
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038988
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217787
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405687
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603295
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863474
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15512
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63365
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16632
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7898
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53211
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43012
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60456
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27031
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22295
(337.10, 7.72, 344.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4057
