¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.99825
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97628
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71293
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9879
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89184
ì(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71314
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934139
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174179
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437017
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728381
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045853
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396281
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784991
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21831
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.701781
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249746
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873414
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59386
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42164
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39584
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58015
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99677
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7427
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02921
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94387
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716559
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937848
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178213
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441417
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732799
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050718
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401666
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790976
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224992
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709662
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258677
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883622
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60411
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43359
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41219
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59982
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0175
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77273
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0708
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99889
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720015
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941594
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182288
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445837
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737257
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055628
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407099
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797019
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231751
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717617
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267694
š(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893927
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61447
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44567
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42866
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61964
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03848
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98556
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49177
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60251
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723504
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945378
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186404
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450278
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741755
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060579
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412576
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803111
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238585
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725643
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276794
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90433
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62495
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45788
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44526
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60684
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0871
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01878
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52786
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66042
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727026
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949199
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190561
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454737
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746286
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065572
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4181
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809256
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245489
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733741
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285976
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914826
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73329
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25299
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32337
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62561
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10988
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05217
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56448
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71873
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730583
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953054
¼(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194756
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459217
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750854
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070603
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423669
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815451
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252469
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741908
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406631
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62244
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38533
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26641
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34139
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64459
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13296
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08575
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60162
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77741
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73417
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956946
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198991
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463713
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75546
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075677
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429284
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821696
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342044
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332208
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938282
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63374
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39697
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27993
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3595
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67398
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15859
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11949
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63933
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83645
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737791
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960873
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203263
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468227
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760099
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080787
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453845
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370017
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829896
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345179
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948112
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64462
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40875
ç(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2937
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37763
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69594
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19757
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1534
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67752
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89586
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741441
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964832
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207572
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472666
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764771
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584548
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966542
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380447
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841565
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358278
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958014
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65499
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4207
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30757
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39587
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71797
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23694
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18745
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71625
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95559
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745123
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968827
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211918
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920396
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239123
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59015
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976007
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390974
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853301
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371487
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967902
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66548
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43278
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32165
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41413
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74009
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27678
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22165
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75553
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01572
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748836
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09898
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639959
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925022
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244192
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595761
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98483
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401579
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865146
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384809
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977843
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67611
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44501
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33588
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4325
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7623
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31704
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25605
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7953
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07617
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146401
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384907
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643996
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929649
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249294
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601357
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991055
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412265
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877131
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398258
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987785
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68682
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45736
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35026
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45088
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78456
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35775
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29053
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83562
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.22042
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.19691
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.17797
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.16356
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.15369
(337.58, 7.24, 384.62) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.14833
(337.58, 7.24, 384.62) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 23.14749
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149884
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388643
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648071
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934278
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254373
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607
