¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.735844
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.817714
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.994715
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.186266
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.392696
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.613561
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854479
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.118251
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.408222
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728423
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.083758
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.480258
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.925414
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.42865
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.884994
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484593
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1731
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9717
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90889
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02369
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33046
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89816
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85915
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30892
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.813297
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.989943
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.181098
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.388575
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.610202
á(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.850811
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.114231
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.403794
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.723522
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.078311
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.474165
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.918553
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.420871
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88136
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480445
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16832
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96613
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90232
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01439
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31865
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88363
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84346
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28429
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.808954
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985253
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176017
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.383053
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.60696
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.84727
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.11035
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.39952
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.718797
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.073056
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.468286
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.911939
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.41337
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87813
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.476755
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16407
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96117
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89646
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00599
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30797
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87054
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82955
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26202
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.804776
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.980643
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.171025
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.377628
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.602568
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.843858
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.106609
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.395402
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.714242
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.06799
Ô(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.462625
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.905563
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.406143
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875296
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.473519
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16034
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95683
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89134
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99851
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29831
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85887
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81742
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24211
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.800801
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.976113
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.16612
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.3723
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.596759
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.840575
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.103008
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391439
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.709858
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.063117
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.457174
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.899432
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.399193
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87286
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470738
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15713
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95309
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88693
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99193
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28937
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85064
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80708
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22454
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.796904
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.971701
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.161304
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.367068
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.591057
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.835742
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.09955
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387632
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.705648
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.058436
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.451941
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.893542
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.392516
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870825
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468413
º(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15445
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94997
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88325
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98626
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28157
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84378
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7985
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20703
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42266
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.793084
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.967577
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.156577
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.361935
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.585463
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.829621
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096231
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.38398
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.701611
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.053948
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.446923
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.887896
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.386117
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869187
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466543
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1523
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94746
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88029
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9815
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27493
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83828
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78738
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18953
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39909
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.789342
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.963538
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.15194
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.356899
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.579973
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82362
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.090757
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.380485
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697745
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.049652
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44212
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.882492
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.379993
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867949
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465129
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15067
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94557
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87805
¾(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97764
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26943
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83417
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77794
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1744
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.37866
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.785679
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.959584
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.147645
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351962
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.574594
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.817735
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.084296
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.377145
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.694053
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.045548
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437534
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.877331
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.374146
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867107
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.464169
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14956
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94428
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87653
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97468
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26508
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83141
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77035
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16333
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36137
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.782094
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.955712
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.143455
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.347123
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.569323
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.81197
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.077965
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.370777
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.690534
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.041638
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.433162
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.872414
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.368574
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866666
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463664
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14898
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9436
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87573
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97262
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26187
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83002
¾(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76459
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15564
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34714
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.778586
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.951928
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.139359
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.342618
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.564159
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.806324
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.071765
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.36394
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.687025
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.037919
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.429005
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.867739
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.363277
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866622
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463614
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14892
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94353
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87565
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97147
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2598
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83001
