¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.040953
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13716
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96453
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82978
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65199
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56794
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9853
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91788
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83518
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48551
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18421
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26205
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44798
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156857
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394668
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652931
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934318
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24204
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579893
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945323
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318493
¹(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752648
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236497
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778977
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34341
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00351
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77258
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48452
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31342
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14313
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97122
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91099
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83492
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64362
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52868
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59512
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22573
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90245
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75731
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91733
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71079
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15039
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387643
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645265
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925946
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232881
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569836
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93347
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313719
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747323
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230567
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772331
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33457
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0086
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77182
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48365
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33269
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15047
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97943
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95791
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90213
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1602
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26141
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97955
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63576
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34085
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41904
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33676
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143965
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380679
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637688
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917701
¶(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223816
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559881
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921833
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309147
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742232
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224874
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764772
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33233
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01398
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77176
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48358
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35278
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15915
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0285
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.007
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95726
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37284
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74612
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38304
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0667
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95029
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82481
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45101
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137561
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373724
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630136
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909484
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21484
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549999
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914335
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304654
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73728
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219335
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757536
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33729
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01964
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77237
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49896
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37371
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1692
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09952
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05829
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05438
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55328
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78111
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58257
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47904
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34339
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25019
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131224
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366856
¹(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622707
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90132
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205899
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540161
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902645
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297489
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732466
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213963
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750629
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34248
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02557
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7737
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51793
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39545
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18064
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17246
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11179
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17516
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73372
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81865
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62325
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65667
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59806
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17752
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124958
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360079
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615296
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893266
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197071
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530446
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888292
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281594
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717951
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204725
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745712
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34795
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03178
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77569
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5376
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41804
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22548
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24732
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16754
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29961
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84945
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85957
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75162
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84122
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9503
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118731
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353336
·(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607938
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885269
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188325
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519192
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874121
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265909
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700528
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185225
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729158
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3437
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03825
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7856
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55797
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44142
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29228
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32422
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27357
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44097
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96878
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90396
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.068
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03288
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93318
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112542
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346642
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600662
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877312
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179631
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506458
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860096
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250386
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683249
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165963
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707473
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31911
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01532
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7847
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57905
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46568
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36079
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40316
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38857
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60999
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09181
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00032
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32407
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67919
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106417
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340005
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59346
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869491
µ(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171044
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493849
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846237
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23509
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666218
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146934
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686048
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29484
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98761
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75525
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54575
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46083
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40998
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47029
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50689
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7427
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21869
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29983
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51414
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71423
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10038
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33342
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586331
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861681
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16176
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481423
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832541
(378.86, 14.45, 271.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219942
