¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(433.51, 13.81, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10573
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29406
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20952
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41721
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620689
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256346
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515848
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799222
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102989
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435466
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800532
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197464
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638729
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132097
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674122
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28095
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96392
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73111
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61632
²(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64891
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47833
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27139
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15973
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425773
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028982
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26845
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529033
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81363
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120356
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454555
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818466
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217355
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660889
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156916
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704686
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3156
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99711
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76917
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66051
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64891
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48011
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27337
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16193
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434418
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040224
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280652
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542341
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828174
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137898
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473903
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836648
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237486
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683349
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182127
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735764
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3508
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03094
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80801
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70553
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62324
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47022
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27718
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1662
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829038
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051523
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292936
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555742
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842863
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155606
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491071
²(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855028
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25791
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706087
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207644
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767333
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38199
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0654
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84759
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75146
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59894
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44271
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28282
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38931
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839589
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062968
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30533
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569282
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857644
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17357
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507958
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8737
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27858
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72915
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233519
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799389
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41283
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10054
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88794
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79829
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5759
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41671
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29024
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70246
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850208
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074443
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317821
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582909
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872587
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190293
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525057
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892591
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299524
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752534
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259748
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831414
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4442
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13624
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92902
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81074
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5542
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39223
²(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29951
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02855
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8609
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086036
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330415
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596649
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88762
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204265
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542376
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91169
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320735
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77621
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286348
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859704
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4761
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17262
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97088
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82147
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55308
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37621
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3266
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3684
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871672
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097711
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34314
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610512
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902789
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218374
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559884
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931049
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342226
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800192
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313267
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885273
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50861
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2097
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01352
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91779
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66092
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49782
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53127
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64178
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882527
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109474
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355922
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624443
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918017
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232632
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57763
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950621
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364006
¹(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824471
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340566
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91127
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54165
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24738
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05693
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01668
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77179
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62296
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73787
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893435
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121311
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368826
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638509
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931149
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247022
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594648
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970452
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386006
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849081
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368215
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937668
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57525
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28572
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10287
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08679
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88578
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76215
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95051
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904455
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133252
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381778
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652675
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944364
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261555
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610686
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990513
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408278
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873956
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39362
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964462
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6094
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32475
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1554
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14836
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00286
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95643
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17633
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915537
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145255
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394845
¶(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666912
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957724
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276236
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626845
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010796
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430835
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899143
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417716
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991663
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6423
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36442
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20877
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21097
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12325
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15702
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41164
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926665
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157329
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408016
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679511
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971234
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29103
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643164
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031309
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453626
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924663
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44216
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01927
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67369
(433.37, 13.56, 331.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40476
