¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(349.45, 7.11, 360.73) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.16985
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503073
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695073
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902116
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126024
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368889
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633177
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921751
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238022
¢(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586141
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971085
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396132
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829349
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160305
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518941
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942087
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43016
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97087
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52662
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46408
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.91388
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.86197
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.9648
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.15534
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.1286
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.10544
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.08588
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154111
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320105
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498217
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689837
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896486
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11996
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362313
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62599
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913867
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229395
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576643
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960546
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372013
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808136
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165919
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525007
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915413
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34283
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87418
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43765
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51168
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.75487
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.72213
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.82297
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.90942
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88336
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.86086
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.84189
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150043
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315736
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493545
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684814
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891082
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1141
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355975
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619093
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906347
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221137
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567518
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950465
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348544
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78215
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172585
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53223
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92324
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34981
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8169
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3842
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56078
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.60217
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.58766
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.68659
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.67347
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64807
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.62618
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.60777
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146183
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311591
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489086
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680027
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88589
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108523
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349887
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612466
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899137
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213195
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558786
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936675
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325817
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756901
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180256
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540545
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932256
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35965
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82765
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33757
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61146
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.45554
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.45835
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.55546
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.44706
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.42229
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.40097
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3831
“(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142465
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307629
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484861
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675457
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88098
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103169
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344094
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606178
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892226
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205679
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550491
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916675
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303768
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7324
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188963
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549972
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942492
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37079
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83986
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34657
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5769
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.52993
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.51201
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.49696
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.22966
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.20548
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18471
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16734
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.138956
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30384
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480813
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671095
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876257
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098082
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338586
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600178
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885682
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198471
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542572
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897264
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282341
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70869
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183237
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56052
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953972
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38328
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85065
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35719
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41446
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75981
(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.84019
›(349.45, 7.11, 360.73) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.82462
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02089
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.99727
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97702
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96012
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135586
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300269
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476955
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666946
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871815
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093268
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333331
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594476
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87947
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191662
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530686
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878448
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261607
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68571
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15763
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572199
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966652
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39711
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86181
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36937
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25706
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.55786
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.52987
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.50443
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.82036
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79728
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77752
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.76108
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132415
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29685
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473286
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663012
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86756
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088669
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328379
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589053
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873577
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185188
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514089
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86024
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24156
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663477
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132827
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585013
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980577
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41105
¤(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87438
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38322
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10447
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.33764
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.31628
(349.45, 7.11, 360.73) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.29738
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.62771
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.60513
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.58585
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.56983
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.129407
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293623
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469849
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659319
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863554
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084344
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323709
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583965
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867974
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179071
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498035
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84261
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222128
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641968
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108873
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59896
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995716
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42393
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88844
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39864
(349.45, 7.11, 360.73) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 11.73453
(349.45, 7.11, 360.73) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 11.71071
(349.45, 7.11, 360.73) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 11.68927
(349.45, 7.11, 360.73) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.07355
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.44256
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.42047
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.40162
(349.45, 7.11, 360.73) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.38601
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.126578
(349.45, 7.11, 360.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29063
