¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(333.09, 7.42, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001968
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79491
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96848
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14902
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33683
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5322
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73552
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529863
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715289
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921358
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230611
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623174
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505804
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50896
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802631
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119134
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469163
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872251
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31327
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79365
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30311
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60547
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83142
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00575
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18711
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37575
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57204
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77626
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517465
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70198
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917243
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23832
Î(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631923
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061395
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501962
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566184
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864116
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185378
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544964
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954923
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40373
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88964
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40865
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58862
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86156
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04492
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22866
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41822
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61547
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82069
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505273
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688895
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913104
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245667
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640262
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055738
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497825
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000677
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927118
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253248
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622685
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0397
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49662
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98833
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51725
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57244
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89151
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0755
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26696
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46424
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66252
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86884
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493286
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676033
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908936
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252642
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648182
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051826
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49339
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995608
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991632
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322845
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702286
Ğ(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12665
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59198
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08975
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62899
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55703
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92466
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10941
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30164
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50161
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70969
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92075
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481506
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663394
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908471
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259247
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655682
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047654
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488662
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990205
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057772
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394188
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783923
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21586
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6899
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.194
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74395
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54234
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96108
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14667
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33973
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54058
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7496
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96712
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469931
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656824
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913995
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265475
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662755
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043223
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48364
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984468
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528805
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467312
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86761
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3074
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79044
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30116
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86223
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52843
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00082
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18728
Å(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38125
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58312
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79313
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03402
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458562
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652944
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919181
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271324
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666771
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038537
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478331
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978402
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51127
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544232
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953392
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40133
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89296
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41132
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.992
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51522
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04386
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2313
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42631
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62918
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85776
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13457
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447398
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649044
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924029
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276791
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65698
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033598
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472732
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972006
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493613
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624834
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04135
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49769
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99589
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52463
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13934
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50275
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09027
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27876
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47484
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69145
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95975
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23968
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43644
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645123
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928533
µ(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281871
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64716
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028404
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466847
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964363
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47584
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707353
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13151
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59653
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10162
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64109
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2912
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.491
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14007
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3297
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53465
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79488
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06631
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34951
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425688
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641182
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932692
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286562
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637313
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022961
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460681
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947457
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457952
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04185
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22391
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69799
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21024
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77376
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80014
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47785
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19334
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38692
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63949
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90284
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17754
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77482
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415474
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637225
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936505
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290861
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629924
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017272
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454235
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930518
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439959
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.021222
Ç(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3187
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8021
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32182
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91784
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73293
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44365
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25012
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49314
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74883
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01544
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29357
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59739
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411823
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633247
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939967
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294766
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624646
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011336
(333.24, 7.47, 355.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447509
