¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.09854
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.838573
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.884259
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.932317
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.9828
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.03577
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.09441
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.8236
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.804
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.78773
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.77475
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76505
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.75863
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.75548
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.75561
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.75899
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76565
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335951
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595188
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877939
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187486
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525567
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889029
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291077
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738034
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230268
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38281
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.08387
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.13069
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.17995
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.23169
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.28598
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.34287
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.40243
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 11.95572
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.36364
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.34699
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.33375
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.32391
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.31745
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.31437
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.31466
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.31834
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.32539
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334374
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59347
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876063
—(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185429
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522143
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885248
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286887
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732962
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224587
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3746
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02149
(432.48, 14.42, 317.47) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.44257
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59999
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.06402
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.14635
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.23221
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.32172
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.41498
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.64885
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.0615
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.03702
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.01689
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.00108
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332774
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591726
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874159
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183339
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51873
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881482
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282712
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727928
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21895
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770534
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01229
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74637
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58792
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56223
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.62022
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.71397
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.81164
(432.48, 14.42, 317.47) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.91336
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.53477
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.61321
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.22364
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.20332
(432.48, 14.42, 317.47) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 22.18737
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331149
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589959
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872227
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181219
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515329
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87773
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27855
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722936
ş(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213363
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764235
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37402
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73601
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57601
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54835
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68677
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.12019
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.09291
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.06848
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.1056
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.73631
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.7085
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.68519
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329505
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588168
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870269
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179072
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511941
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873991
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274406
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717986
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207822
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.757991
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36558
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05528
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56426
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53464
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67063
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.21133
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.18387
(432.48, 14.42, 317.47) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.15927
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3767
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.74517
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.71736
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.69403
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327837
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586352
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868284
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176507
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508565
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870268
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270278
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71308
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20233
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751001
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35725
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04578
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83484
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52114
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65474
Ê(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96334
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4797
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28102
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35343
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.75848
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.73065
(432.48, 14.42, 317.47) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 22.70731
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326146
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584513
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866276
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173725
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505205
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86656
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26617
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708218
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196886
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743807
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34903
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03641
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82405
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73544
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6391
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94163
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45362
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26758
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33126
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10271
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324436
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58265
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864242
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170934
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50186
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862871
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262078
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703401
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191495
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736706
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34093
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02717
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81342
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72308
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78743
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04152
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42811
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7207
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24913
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67318
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322705
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580765
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862182
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168136
›(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498529
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859197
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258007
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698627
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186154
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.729703
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33295
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01807
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80295
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7109
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77309
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02368
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46138
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18539
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22284
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.64932
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320953
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578857
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860097
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16533
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495214
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855541
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253946
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693902
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180864
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722795
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32508
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0091
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79263
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69891
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75898
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00614
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43906
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15889
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19761
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.62673
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319182
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57693
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85799
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16252
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491918
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851904
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24991
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689222
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17563
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715987
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31734
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00027
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78247
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6871
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74509
Ÿ(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9889
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41727
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13165
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17342
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60542
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317389
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57498
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85586
