¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.643208
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.71074
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.69838
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.69006
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652312
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86357
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091913
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340047
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610596
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906672
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231989
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591019
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989198
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433198
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931293
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493893
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13405
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84876
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66537
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60268
Ğ(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64727
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88384
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37035
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1843
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30489
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96177
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 22.14306
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 21.86869
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.93237
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.90396
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 20.87969
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654126
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865476
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093978
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342295
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613051
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909361
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234951
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594293
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992838
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437265
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935873
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499081
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13999
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85477
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67237
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60987
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65573
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89392
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38257
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33914
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45773
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98243
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 24.68404
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 24.67027
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 23.40023
(441.85, 14.37, 266.45) (436.96, 9.07, 307.49) (3.09, 3.00, 8.35) Truck 23.36901
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655998
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867449
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096122
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344625
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615595
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912151
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238021
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597689
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996614
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441487
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940621
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.504463
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14616
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86109
é(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67977
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85417
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49454
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8098
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39126
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25877
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48719
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30416
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657929
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869495
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098338
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347039
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618229
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91504
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241201
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.601206
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000523
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445857
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94554
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510036
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15193
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57281
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43553
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39259
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50494
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8222
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4063
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27535
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50782
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3306
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659917
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871609
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100632
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349534
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620957
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918027
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244489
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604843
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004566
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450377
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950626
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15366
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83058
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58037
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44427
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40206
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51603
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83543
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42235
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29333
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53028
ü(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35935
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661963
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873791
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35211
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623768
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921112
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247884
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608598
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008741
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6578
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556178
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.555342
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.05141
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45342
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41211
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52786
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84951
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43941
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31278
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56786
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40543
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.664066
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876043
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105442
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354769
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626672
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924294
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251389
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612474
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550164
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026933
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561962
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16657
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.556264
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.529778
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.505287
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.482765
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.462191
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.714323
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 10.45517
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33368
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6176
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46919
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666226
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878363
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10796
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357508
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629665
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927575
Â(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741302
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126995
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554909
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032219
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567957
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17333
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.559058
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.532563
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.508064
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.485536
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.464954
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.4463
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.684019
(441.85, 14.37, 266.45) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 13.3261
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.36906
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53551
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668443
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880753
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11055
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360328
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668191
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395555
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745279
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131382
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559789
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037673
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574107
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18027
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.563725
(441.85, 14.37, 266.45) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 9.537217
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.31049
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.28384
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.2595
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.23745
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.21767
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.20014
(441.85, 14.37, 266.45) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 13.04468
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60451
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670717
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88321
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113216
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789759
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080705
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399253
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749379
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13591
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564802
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043299
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580413
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18746
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86818
Ú(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62351
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.30488
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.27825
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 11.72065
(441.85, 14.37, 266.45) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.30759
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.45308
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.48696
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.52383
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67612
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673066
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885733
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525907
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792944
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084191
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403066
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753572
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140547
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569983
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049097
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586911
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19481
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87666
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63319
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50547
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47137
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59757
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.61132
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.64333
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.67835
(441.85, 14.37, 266.45) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 14.71642
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75042
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675472
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283029
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528928
