¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679373
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720928
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137753
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583021
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08888
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79551
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56283
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48661
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64923
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14842
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94786
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27638
„(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450794
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647014
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859055
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088908
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338774
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611417
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90994
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238189
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600723
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003179
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349865
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729497
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140038
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580873
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06848
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78199
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56741
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4842
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6586
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15252
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97272
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54468
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448977
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645026
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856917
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086576
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336279
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608647
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90694
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234855
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597046
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999038
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358255
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73848
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13879
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579518
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06696
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75807
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57281
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48252
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69188
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18829
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99922
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82071
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447226
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643143
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854901
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084371
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333857
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606044
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904046
‡(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231707
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593533
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995167
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367172
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737963
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138245
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578913
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06629
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73486
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55345
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48166
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72608
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23455
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0274
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06469
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445576
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641389
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85299
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082306
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331598
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603554
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901325
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228717
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590236
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991498
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372965
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738094
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138388
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579059
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06642
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71233
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52731
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4869
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76122
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28221
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16021
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31099
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444003
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639698
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851172
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080314
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329474
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601226
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898772
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225882
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587112
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988005
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373624
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738835
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139179
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579941
„(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06741
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6905
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50198
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51599
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79726
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33121
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27824
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54442
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442569
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638122
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849459
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078471
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327446
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59902
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896364
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22324
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584187
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971611
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346396
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739989
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140662
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581573
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06925
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66933
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4774
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54262
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83427
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38163
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38254
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73829
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441158
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636645
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847876
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076726
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325539
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596951
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894095
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220737
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58142
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941953
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318285
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709901
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141212
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583984
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07191
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64885
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45367
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56986
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8722
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43479
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48911
…(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93579
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439884
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635266
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846368
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075116
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323787
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595013
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892004
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218411
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573123
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912917
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286335
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680588
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108821
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583477
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07538
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.629
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4651
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59771
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9111
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52154
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59793
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13698
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438705
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633998
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84496
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073636
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322179
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593257
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890049
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216261
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547147
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884501
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255066
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651981
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077257
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548447
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07331
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62304
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48862
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62621
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95098
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62712
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70914
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34197
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437639
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632801
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843705
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072249
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320661
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591619
‚(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88824
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214306
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52173
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856638
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224467
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624094
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046465
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514343
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03527
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61876
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51266
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6553
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99181
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.759
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82269
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55075
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436639
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631749
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842557
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070992
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319319
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590107
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886605
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192717
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496814
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829401
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194514
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596939
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016547
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48113
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99824
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58892
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53726
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68503
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03361
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89413
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95345
