¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(338.57, 7.04, 385.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28648
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.26752
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.2423
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.22185
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.20616
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.19519
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.18895
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.18743
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063798
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365376
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695435
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060601
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475963
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938259
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455853
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02284
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65475
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37412
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21122
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16998
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33195
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76641
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51379
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56024
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29503
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.17489
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.14973
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.12933
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.11365
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.10269
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.09644
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.09488
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065077
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366772
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696923
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062278
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477805
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940338
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458206
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03099
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66399
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38467
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2151
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17452
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33752
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77216
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52843
£(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55352
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29534
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.08764
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.06254
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.04216
(338.36, 7.01, 385.42) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 24.0265
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.01555
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.00928
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.00769
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066244
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368056
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698362
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063826
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479485
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942225
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46032
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03748
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67052
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39118
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22433
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18657
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3426
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77083
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51776
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46427
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28013
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 24.00566
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.98061
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.96027
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.94463
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.93368
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.92739
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.92578
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067358
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369257
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699698
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06519
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481029
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943917
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462192
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03975
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67312
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39417
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23609
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20028
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3471
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77651
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50632
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38966
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26408
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.92887
§(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.90387
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.88356
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.86794
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.85699
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.85069
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.8015
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068386
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370378
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700928
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066399
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482381
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945418
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463916
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0419
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67555
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39689
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24757
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21373
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35114
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78183
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49414
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31513
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27252
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.85719
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.83223
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.80161
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.78601
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.77507
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.7791
(338.36, 7.01, 385.42) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 23.73002
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069361
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371442
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702082
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067447
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48354
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946698
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465337
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04387
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67777
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39947
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25006
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22691
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36391
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78671
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48121
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24058
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28315
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.79055
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.76563
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.74538
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.7298
§(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.71885
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.71254
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.66356
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070227
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372365
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703126
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06831
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484499
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947809
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466603
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04568
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67981
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40178
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25219
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23979
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37916
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79119
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46751
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16611
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29337
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.72888
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.704
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.68378
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.66821
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.65726
(338.36, 7.01, 385.42) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 23.65094
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.60207
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070999
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37323
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704063
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069013
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485292
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948726
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467598
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0473
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68166
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40389
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25393
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25241
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39414
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79529
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45309
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13437
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27401
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.67211
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.64726
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.62707
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.61151
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.60057
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.59424
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.54546
 (338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071716
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374013
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704917
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069583
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485944
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949412
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468405
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04873
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68333
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40581
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25526
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26478
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40872
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79893
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43994
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1277
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05363
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.62019
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.59538
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.57521
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.55966
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.54872
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.54238
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.49369
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072316
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374702
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705658
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069984
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486397
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949931
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468961
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05007
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68478
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4075
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25626
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27604
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.423
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8022
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43542
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98399
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8376
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.57307
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.54829
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.52814
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.51261
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.50167
(338.36, 7.01, 385.42) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 23.49532
(338.36, 7.01, 385.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.44671
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072882
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375302
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706317
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070255
(338.36, 7.01, 385.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486667
