¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7093
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914977
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134642
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372558
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631052
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912711
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20173
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517518
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863856
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245345
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667495
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137116
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662508
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26964
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97023
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77587
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68294
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78856
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07486
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61522
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41275
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15636
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34233
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732485
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937566
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159064
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399061
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659855
Ê(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941897
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233528
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552288
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902071
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287509
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714217
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189219
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721572
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34525
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05676
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87414
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79036
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91579
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20168
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56725
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4201
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16402
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05429
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753707
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960439
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183812
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425875
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689045
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971533
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265859
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587647
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940941
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330393
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761827
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242288
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789502
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42243
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14517
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96308
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90028
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01718
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33163
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52077
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29001
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.37203
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.11097
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.10036
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.10852
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.12355
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.14636
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.17847
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775188
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983611
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208899
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453075
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718613
Ö(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001633
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29868
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623617
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980451
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37405
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810286
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29638
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858806
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50119
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23548
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.054
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01277
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11404
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46472
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47574
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.67984
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.68292
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.71299
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.77232
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.0182
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.01268
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.01211
(376.89, 16.13, 288.10) (399.48, 9.03, 304.09) (0.81, 2.16, 0.81) Human 17.01649
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796938
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007035
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234254
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480618
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74863
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032243
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332038
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660154
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020687
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418472
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859622
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354721
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92944
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58159
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32626
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14691
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12789
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21318
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50623
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.63847
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.52034
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.50685
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.50018
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.4981
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.50092
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.50873
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.52189
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.56365
Ï(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818943
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030782
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259947
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50849
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779027
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063293
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365951
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697309
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06152
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463686
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909861
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418487
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0015
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66363
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4087
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24196
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23485
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31471
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48002
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.6379
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.51996
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.49539
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.47577
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.46055
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.44975
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.44329
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.44118
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.46785
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841154
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054807
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285934
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536761
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80979
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094828
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400438
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735102
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103122
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509659
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960972
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483397
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07491
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74739
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49284
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33914
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32349
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41867
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45572
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38011
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.67803
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.62827
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.58745
Â(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.55379
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.52647
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.50484
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.48849
(376.89, 16.13, 288.10) (397.93, 8.70, 303.58) (0.81, 2.16, 0.81) Human 15.51462
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863668
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079122
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312259
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565332
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840966
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126836
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435401
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773467
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145367
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556444
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017962
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54955
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14979
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83225
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57877
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43847
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41417
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52776
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43329
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35489
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69642
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1065
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18097
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07715
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68707
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4908
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88524
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886445
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103713
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338902
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594306
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87254
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159365
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470917
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812423
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188339
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604006
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077823
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616864
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2261
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90886
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66653
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53998
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50691
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59428
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41269
¼(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33175
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58837
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83613
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87944
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70492
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29309
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92008
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97019
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909432
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12856
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365856
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623609
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904309
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192342
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507006
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852052
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232002
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652406
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138743
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685467
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30392
(376.89, 16.13, 288.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98053
