¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(325.20, 7.19, 391.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.31115
­(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66722
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88501
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19014
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523725
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751627
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979533
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224853
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489557
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778119
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105961
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217709
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762149
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48275
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27887
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18763
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21334
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25199
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11263
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89116
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67951
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91471
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2225
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507401
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73421
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960851
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204764
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467874
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752465
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278354
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333075
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77182
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494119
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29875
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2217
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22494
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22254
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10072
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92268
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66151
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93794
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82249
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490741
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717119
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942503
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184992
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446537
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72942
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241841
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494828
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781006
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.498862
™(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31806
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25521
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23647
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18666
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08866
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93744
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6443
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96117
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85297
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992921
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700307
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92452
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165641
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425647
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706837
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204834
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732289
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816083
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499759
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33678
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28814
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24791
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15185
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09664
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95219
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62787
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98439
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.88346
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998268
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683862
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906817
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146596
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405128
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708018
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167342
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86974
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998291
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515019
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35491
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32047
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25927
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11809
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12192
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96692
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6123
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0076
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91395
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003561
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235729
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889489
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127963
œ(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385028
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710763
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129408
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824863
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220533
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529766
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37105
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3522
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27054
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08538
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14607
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98164
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61525
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0308
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94442
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004302
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230341
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872481
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109682
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36973
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713559
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109042
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77949
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51785
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602398
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37342
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37858
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28172
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05371
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16908
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99634
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61809
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05397
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97487
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001594
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225038
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467071
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091748
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372318
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716384
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112864
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733717
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543166
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831158
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39863
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38504
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29281
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02308
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19093
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01101
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62081
£(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07712
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.0053
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996766
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219817
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46141
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074167
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374957
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719309
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116688
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687517
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487825
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15296
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42326
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39392
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30322
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99346
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2116
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02565
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62341
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10023
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.0357
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992014
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21468
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455841
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063775
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377649
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722289
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120475
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640936
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432124
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36303
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60315
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40324
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31177
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96487
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23109
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04027
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6259
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12332
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06607
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987341
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209628
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450364
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711877
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380418
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725313
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124249
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594015
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37606
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29116
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93711
•(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41246
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29226
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93729
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24118
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05485
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65419
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14635
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.09639
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982747
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204663
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444981
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706022
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383183
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728379
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128012
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574541
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319645
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21923
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35177
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51502
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26832
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91071
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23839
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0694
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.68601
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16935
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12666
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978231
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199781
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439688
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700267
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984244
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731511
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13179
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578729
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262959
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14726
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29187
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92853
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24527
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88512
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24827
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08391
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7167
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19229
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15687
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973796
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194988
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434492
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694617
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978078
­(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734691
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135543
(325.31, 7.21, 391.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582935
