¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(378.36, 11.37, 323.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34954
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76257
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041116
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345115
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678074
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044322
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452795
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913719
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 7.092172
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 7.035666
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.993026
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.956687
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.924694
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.896044
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.870219
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.846903
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.825854
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.806908
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.789942
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.77485
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.761556
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.750007
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.759158
(378.93, 11.42, 323.57) (396.93, 6.48, 334.29) (0.81, 2.16, 0.81) Human 6.821261
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764765
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04351
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34773
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680944
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047478
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452501
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911988
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394648
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909688
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49906
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20717
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21122
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34467
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1636
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766912
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045877
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350301
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683784
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050609
¸(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455959
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910165
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397272
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912657
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53171
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24289
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19275
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36078
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18175
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20862
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769062
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048189
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352833
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686554
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053676
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45934
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909876
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400013
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940906
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5645
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27859
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17783
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37753
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20069
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13412
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771166
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050486
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355305
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689341
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056694
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462674
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91363
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41446
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970026
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59745
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31431
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21955
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39491
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22036
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12206
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773229
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052718
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357793
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692013
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059681
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466002
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917286
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436286
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99925
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63056
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34992
º(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26127
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40756
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2315
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11095
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775253
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054925
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360197
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694667
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062606
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469249
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928867
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449989
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02859
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66387
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38743
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3029
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38394
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22246
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10075
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777239
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057124
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362588
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697254
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065494
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474646
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940983
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463614
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05317
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69728
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42567
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3445
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43331
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21424
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09142
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779191
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059263
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364902
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699841
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068309
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485391
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953009
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477118
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06848
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73084
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46409
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38605
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48267
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22653
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08308
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781123
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061335
¹(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367192
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70234
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075299
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496059
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964941
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490536
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08367
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75816
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50265
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42752
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53193
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30039
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07558
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782997
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063402
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369461
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704804
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084839
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506682
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976774
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503849
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09878
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77537
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5414
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4689
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58113
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37604
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12434
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784853
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06539
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371645
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712827
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094271
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517161
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988501
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517063
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11373
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79247
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57132
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51018
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63025
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45365
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21046
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786641
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067377
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374305
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719855
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103652
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527567
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000154
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530161
²(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12857
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80942
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59401
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55132
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67927
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53322
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2988
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11821
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788452
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069299
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379102
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723704
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112358
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53788
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0117
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543138
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14332
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82625
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.621
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58662
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72815
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61475
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37943
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18394
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79017
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072184
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38391
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727444
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116497
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548128
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023116
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556023
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1579
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84294
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64783
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6149
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77692
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6983
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44045
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25167
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791888
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076486
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388597
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731088
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120512
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553006
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034465
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568785
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17239
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86458
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67446
¼(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64281
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81865
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76599
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50331
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32144
(378.93, 11.42, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794814
