¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
  (419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.40627
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581856
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2031
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89594
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75161
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68881
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63494
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81463
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14125
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14598
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.62256
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.5176
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.49274
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.56787
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.55017
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.06828
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809007
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021968
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252444
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50255
ö(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774887
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072448
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398902
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758507
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154594
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58387
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055127
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578904
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1983
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88271
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73379
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68918
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60798
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77299
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07507
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05568
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.6874
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.57955
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.55456
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.7421
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.65947
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.16669
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.711753
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.685053
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.659559
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.635238
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.612064
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.590012
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.569056
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.549173
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.530342
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.512542
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.495755
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.479962
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.465147
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.451295
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.43839
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.426422
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.415376
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73244
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01069
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92639
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.75646
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.64557
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.62046
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.9391
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.84969
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.2705
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.667576
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.641159
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.615932
 (419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.59187
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.568942
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.547125
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.526393
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.506724
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.488097
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.47049
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.453887
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.438268
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.423618
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.409921
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.397163
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.385331
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.416172
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69293
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9481
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78844
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.13681
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.05496
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.69048
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.1441
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.04757
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.37983
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.625129
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.59898
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.574013
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.550197
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.527506
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.505914
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.485398
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.465933
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.447501
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.430081
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.413653
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.398201
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.383708
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.370161
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.357542
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.345842
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.41765
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65443
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88727
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65311
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.14755
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.06557
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.76471
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.35743
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.25343
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.4948
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.584346
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.558456
” (419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.533737
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.510158
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.487693
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.466317
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.446007
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.42674
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.408494
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.391252
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.374993
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.3597
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.345358
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.331953
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.319469
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.307895
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.419361
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.805995
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82816
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52046
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.16195
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.07973
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.84323
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.57943
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.4676
(419.17, 14.49, 252.04) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.61551
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.545169
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.519528
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.495045
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.471693
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.449445
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.428277
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.408165
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.389086
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.37102
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.353947
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.33785
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.322711
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.308514
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.295245
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.28289
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.271435
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.421304
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.808298
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77077
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39036
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.18002
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.09746
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 18.92612
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.81048
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.69042
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.507541
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.482137
– (419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.457882
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.434748
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.412708
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.391738
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.371816
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.352918
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.335023
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.318115
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.302172
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.287179
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.273121
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.259983
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.24775
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.236412
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.42348
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.810876
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71508
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2628
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.20177
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.11876
(419.17, 14.49, 252.04) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.01348
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.05099
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.92227
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.471409
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.446232
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.422196
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.399271
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.37743
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.356651
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.336909
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.318184
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.300455
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.283702
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.267908
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.253057
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.239131
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.226118
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.214003
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.202775
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.42589
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.813732
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66106
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19137
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.22724
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.14367
(419.17, 14.49, 252.04) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.17043
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.30139
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.16356
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.436724
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.411765
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.387938
• (419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.365211
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.343562
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.322966
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.303399
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.284839
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.267268
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.250665
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.235013
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.220295
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.206498
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.193604
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.181603
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.17048
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.428535
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.816865
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.280974
(419.17, 14.49, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14949
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.25645
(419.17, 14.49, 252.04) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.1722
(419.17, 14.49, 252.04) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.62767
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.56213
(419.17, 14.49, 252.04) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.4147
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.403437
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.378688
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.35506
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.332526
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.31106
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.290638
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.271238
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.252838
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.235417
(419.17, 14.49, 252.04) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.218957
