¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(444.38, 14.35, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238784
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234442
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480397
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743383
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030055
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343699
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688185
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08144
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52473
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021377
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58145
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22199
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96225
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7397
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73421
É(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98948
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00304
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79325
(444.60, 14.40, 266.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70289
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.16685
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.04632
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.00408
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.02584
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.11957
(444.60, 14.40, 266.55) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.33283
(444.60, 14.40, 266.55) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 19.32829
(444.60, 14.40, 266.55) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 19.32919
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72174
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834794
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952779
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075981
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20467
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339214
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479884
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636371
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831488
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947404
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101736
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263348
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432678
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610212
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796515
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992177
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72673
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719637
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832628
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950548
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073649
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202287
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336708
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477306
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70602
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861719
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974088
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111963
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273976
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443722
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621737
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808475
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00465
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82811
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718398
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831351
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949232
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07229
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200861
º(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335223
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533676
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777553
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89346
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006725
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124755
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285924
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456156
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634638
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821951
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01868
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93155
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717996
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830908
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948774
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071819
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200361
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369828
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602861
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816995
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926706
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040947
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159993
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299209
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469971
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649014
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836927
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03429
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718391
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831339
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94923
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072298
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213821
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436779
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673927
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850821
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961519
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076778
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196878
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322017
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485186
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664858
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85342
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07258
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719655
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832644
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950555
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073672
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278707
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505518
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746872
¶(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886169
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997875
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11421
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23542
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361759
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501819
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682145
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871441
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16208
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721728
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834804
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952791
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128053
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345232
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576062
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814804
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9231
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035858
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153305
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275705
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40325
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536256
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700942
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891009
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25326
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72465
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837829
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984385
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192513
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413491
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648455
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852211
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961569
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075451
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194097
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317682
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446535
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58091
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721216
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912115
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34613
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728426
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847152
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046816
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258591
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483511
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722769
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891188
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001645
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116705
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236568
º(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361485
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491673
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627443
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769091
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934826
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732993
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907721
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110828
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326353
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555335
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799017
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931737
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043406
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15966
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280821
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407084
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538671
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675953
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819164
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968647
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774747
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969737
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176422
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395795
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628988
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865535
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973918
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086811
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204351
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32684
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454512
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587601
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726427
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871279
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02594
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834914
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033298
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243648
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467017
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704557
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90813
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017757
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131905
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250822
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374686
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503828
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638493
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778929
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931799
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896471
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098385
·(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312538
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540036
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782088
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952379
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063271
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178774
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29906
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424424
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55509
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691344
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842215
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03919
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959537
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165055
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383133
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614899
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861623
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99828
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110505
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227383
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349147
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476053
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60831
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756939
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94883
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024097
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233323
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455459
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691671
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936786
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04588
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159495
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277843
(444.62, 14.40, 266.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401128
