¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(388.10, 12.21, 326.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08907
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33342
»(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91045
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5625
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26329
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252859
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495606
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766877
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063217
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388215
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746144
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142179
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582655
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072281
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615202
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22933
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83478
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35879
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93853
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58326
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35164
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251621
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494289
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764286
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060366
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385118
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742707
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138373
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578408
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070605
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617091
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2315
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85861
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38509
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96764
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71561
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43939
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250438
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493011
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761705
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057557
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381982
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739264
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134572
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574134
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065831
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619035
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23369
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88325
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41224
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99953
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89044
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52647
º(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249295
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491758
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759095
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054711
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378874
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735825
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130748
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569896
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06107
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614002
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23595
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90873
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44031
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15515
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09675
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61293
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248154
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490502
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756545
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051919
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375777
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732414
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126978
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565691
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05632
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608608
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23476
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93502
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50097
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3152
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30991
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78922
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247064
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489334
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753975
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049112
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372678
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729006
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123178
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561452
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051605
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603302
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22866
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94244
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64411
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47986
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52982
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06183
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246015
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488174
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751423
¸(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046288
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369612
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725595
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119431
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557267
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046919
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597976
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22262
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93655
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79114
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64929
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75681
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3927
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245003
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487049
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750051
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043488
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366538
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722234
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115647
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553069
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042208
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59265
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21663
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92962
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9205
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82368
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99112
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244002
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485994
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748874
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04072
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363493
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718863
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111909
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548891
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037533
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587372
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21056
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92275
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88287
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00326
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24458
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243008
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484942
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747738
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037952
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360437
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715486
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10817
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544746
´(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032864
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58213
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20459
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91586
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84489
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11176
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54275
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242088
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483934
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746617
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035174
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357403
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712134
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104468
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540604
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0282
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576873
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19862
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90901
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80656
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06473
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85274
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241175
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48294
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745545
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032418
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35439
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708791
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100755
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536493
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0236
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571653
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19271
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90219
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76786
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01723
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17525
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240312
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482012
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744552
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030666
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35138
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705479
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097083
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532379
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018991
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56645
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18678
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89544
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72888
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95895
·(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95148
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239494
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481128
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743558
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029605
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348352
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702156
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093411
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528293
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014431
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561271
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1809
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88867
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70465
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84201
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81576
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23867
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480238
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742619
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028558
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345392
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698886
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089771
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52424
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009869
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556161
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17508
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88197
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69689
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72756
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68307
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237915
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479383
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74169
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02758
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342419
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695574
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086159
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520199
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005323
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551028
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16924
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87527
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68913
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61549
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55333
(388.44, 12.25, 326.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237176
