¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17206
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.598017
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.570944
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.545885
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.522803
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.501716
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.482548
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.465322
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.450007
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.436588
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.42503
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.418236
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.452915
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.56612
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.71801
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.71267
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223663
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453993
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703395
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974226
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269388
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594628
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966015
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37728
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835113
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327312
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872956
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.681611
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.586801
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.551553
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.525215
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.500856
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.478438
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.458008
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.439511
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.422921
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.408213
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.395388
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.384433
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.378057
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.408639
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.50158
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.4563
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.45123
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22054
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45062
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699753
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970294
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265062
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59128
ù(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962279
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37317
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830528
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320118
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869748
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.684812
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.58914
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.553965
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.528055
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.504127
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.482175
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.462157
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.444072
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.42791
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.413609
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.401209
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.39067
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.384555
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.415703
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.511376
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.20645
(421.40, 14.55, 252.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.20163
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21753
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447386
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696202
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966431
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260881
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588006
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958644
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369123
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826031
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313259
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866701
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.770441
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.645399
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.606197
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.58064
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.557111
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.535529
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.515908
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.49824
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.482485
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.468615
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.456628
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.446546
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.440742
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.478202
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.609051
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.77044
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.7696
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214575
ì(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444162
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692743
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962698
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256767
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584752
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955075
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365149
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821625
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310701
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863853
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48906
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.814932
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.745018
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.720377
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.697794
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.677232
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.658607
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.642029
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.627378
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.614682
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.603935
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.595103
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.590639
(421.40, 14.55, 252.95) (397.07, 7.97, 252.11) (0.81, 2.16, 0.81) Human 9.678648
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.92074
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.91373
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.90943
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211722
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441069
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689386
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959024
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2528
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581608
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95161
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361276
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816338
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308325
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861194
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.486
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20938
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06649
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.01718
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.98245
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.95043
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.92107
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.89436
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.87026
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.95609
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.31695
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.75135
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.73648
å(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.72431
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.71484
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.70805
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.70394
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208933
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438065
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686148
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955496
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248928
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578481
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948169
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357477
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813061
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306095
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858652
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48316
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20238
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05837
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05299
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.79457
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.76312
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.7343
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.70808
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.73528
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.04608
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.02696
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.90414
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.89225
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.88308
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.87662
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.87287
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.87184
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20622
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435174
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682988
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952042
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245173
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575441
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944834
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353799
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808939
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303994
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856317
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48049
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19558
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05047
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04074
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.94488
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.75579
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.72974
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.74824
à(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.88431
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.863
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.86234
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.55048
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.48159
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.41599
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.39992
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.13762
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.13321
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203605
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432347
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679923
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948735
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241551
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572496
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941586
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350154
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80487
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302086
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854164
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47805
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18891
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04271
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02892
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11567
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.78655
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.75789
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.73183
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.70835
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.79464
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.99488
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.75004
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.6792
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.61174
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.54756
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.04328
(421.40, 14.55, 252.95) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.01282
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20109
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4296
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676965
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945521
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238062
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569628
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938364
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346601
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800923
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300308
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852177
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47581
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18606
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03512
å(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01744
(421.40, 14.55, 252.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10219
