°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∂(341.88, 7.09, 370.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407393
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15442
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41261
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68333
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39251
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31869
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430414
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707847
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011728
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345947
™(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715205
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13129
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618517
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169754
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.785137
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43493
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12617
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05905
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65652
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13477
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78606
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02567
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27657
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53947
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77722
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85536
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50738
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427267
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704405
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00795
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341782
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710588
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132955
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620394
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171888
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778069
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40813
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09561
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88281
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70326
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18525
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90358
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14758
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40315
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13745
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42134
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03648
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87269
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424039
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700878
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004077
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337512
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705859
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134388
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62201
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166324
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770749
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38144
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06519
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85267
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75162
⁄(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34031
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02536
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27393
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54706
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99852
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59536
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22407
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60987
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.44147
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.80778
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79163
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78032
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.77386
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420734
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697263
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000109
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333138
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70146
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135585
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623362
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159685
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755587
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35489
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03494
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81394
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8016
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52385
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15146
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40484
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51361
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1814
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77554
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49132
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6182
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60954
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.60529
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.67415
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.14256
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.13637
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417349
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693563
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996047
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328659
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70232
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13655
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62198
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15283
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732209
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32847
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00485
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7757
Ó(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85323
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71235
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28202
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05587
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62657
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35469
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96218
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87187
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.79324
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.7846
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.78041
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.78065
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.78535
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.53535
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413889
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689778
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991893
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324081
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702973
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137282
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615731
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.145765
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708947
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30219
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97679
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73793
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90653
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90606
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46672
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17856
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74319
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53403
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15543
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27158
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.97552
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96691
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96277
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96312
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96794
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.96789
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.09426
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410351
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685911
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987648
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319403
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703417
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137779
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609296
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.138487
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685799
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27604
Ú(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96839
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70065
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48324
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10522
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75966
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29026
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91312
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71967
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50408
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.02905
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.01601
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00748
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00343
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00387
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.00879
(341.88, 7.09, 370.60) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.01821
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.53156
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40674
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681962
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983315
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314626
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703651
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133641
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602674
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130999
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662776
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25005
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95982
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66384
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44124
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24466
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86679
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4055
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10943
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91185
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90013
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.10107
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.0729
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.04929
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.03021
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.01565
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.00559
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.00002
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.99893
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403051
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677931
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978892
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314659
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703675
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127582
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595868
Ò(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120413
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639877
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2242
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94779
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62752
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39981
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28094
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97725
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52439
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31228
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15959
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34684
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.59356
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.56609
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.54307
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.52448
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.51031
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.50054
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49516
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49417
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399291
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67382
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97438
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314495
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70349
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12136
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588883
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100099
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617107
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2107
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9161
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59168
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35895
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34639
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09112
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65994
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52196
(341.88, 7.09, 370.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56202
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14331
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11209
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.08527
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06281
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04468
(341.88, 7.09, 370.60) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03088
