¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(397.16, 12.56, 328.75) (378.39, 4.70, 320.45) (0.81, 2.16, 0.81) Human 6.053655
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53123
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1721
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8199
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51522
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25094
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.07419
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.99648
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.05508
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.23466
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.58344
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.90207
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40243
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.380135
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817306
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25908
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7379
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26591
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84712
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54484
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18478
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83391
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5278
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26487
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.08974
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.03477
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.07747
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.26013
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.61267
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.9063
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4168
¬(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382831
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.820272
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26251
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74168
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27008
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85893
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55815
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19782
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84832
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54098
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27947
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.10601
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.05544
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.1008
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.28667
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.64314
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.91226
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43217
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38527
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.822959
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26583
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74533
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27413
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87047
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57114
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21122
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86312
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55476
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29474
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.14637
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.07693
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.12507
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.3143
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.67485
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.91995
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43235
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.387453
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825361
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26904
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74887
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27804
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88173
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58381
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22498
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87833
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56916
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.5084
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.16627
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.09926
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.15029
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.343
µ(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.68078
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.92939
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45755
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38938
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827484
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27215
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75229
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28182
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8927
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59617
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2391
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43163
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11137
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42197
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.18692
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.12242
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.17645
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.37278
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.68472
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.94057
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49463
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391052
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829326
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27515
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75559
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28547
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90338
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17246
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82123
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48453
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17628
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42172
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.20831
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.14642
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.20356
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.40366
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.69055
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71402
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53329
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392463
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.83088
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27804
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75877
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76909
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39216
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25991
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91795
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53853
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10625
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46444
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23055
Ò(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.17126
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.23163
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.43562
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.6983
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76361
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57352
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39362
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.83215
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36362
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25637
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77296
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54181
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34879
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00101
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59367
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96854
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50823
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27564
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.19694
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.26065
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.46868
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.70796
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8148
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61531
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394515
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29278
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76526
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25994
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77689
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69278
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43901
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0526
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64995
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87481
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55311
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3225
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.22346
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.29063
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.50284
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.71953
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85048
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6428
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863807
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2949
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76757
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2635
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78079
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84506
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53065
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10526
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70737
Á(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89739
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59907
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37328
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.25083
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.32158
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.53811
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.73301
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89807
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70642
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865588
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29682
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76973
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2671
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80916
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99374
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60242
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15893
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60128
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94666
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64613
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42528
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30149
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.35348
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.57448
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.74842
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95297
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77195
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867178
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29863
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77165
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27069
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93612
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07933
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65272
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21367
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49574
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99709
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69429
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47852
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35676
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.38636
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.61196
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48114
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00966
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83941
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868685
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30021
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77343
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27428
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0637
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16612
’(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.704
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26945
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42644
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04871
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74249
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53301
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41333
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.42021
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.65057
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54605
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06812
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90887
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869986
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30166
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77501
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27789
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19172
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23231
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7542
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29393
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4748
