¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (435.63, 13.90, 289.37) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.628729
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86424
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85993
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03517
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49939
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.06334
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.98877
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.91116
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.90377
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.8989
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.56169
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.56185
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.56445
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.56951
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 12.57703
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674304
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894389
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131852
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39055
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674315
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987732
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319205
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685262
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091523
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544989
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044897
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623053
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28114
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01245
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84152
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00755
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46579
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33601
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.49758
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.49155
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.40625
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.40136
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.05116
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.05148
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.05435
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.05976
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.06773
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67348
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89342
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130798
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3894
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673022
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985171
×(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316384
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682142
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088051
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540173
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039481
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616474
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27179
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0018
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83606
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82117
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98055
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42469
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27929
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.05073
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.05068
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.58308
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.58359
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.58675
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.59256
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 13.60103
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672685
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892488
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129785
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388294
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671765
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982705
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313666
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679134
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084707
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535533
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034201
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61008
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26272
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99141
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82241
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80106
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95418
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38442
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21548
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82877
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.16381
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.1673
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.17356
(435.63, 13.89, 289.38) (444.61, 9.33, 263.21) (4.56, 3.07, 8.53) Truck 14.18259
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671918
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891594
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128814
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387233
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670545
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980329
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31105
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676239
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081488
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531073
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029053
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603868
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25394
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98017
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80907
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78144
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92843
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34497
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15284
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76856
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671181
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890739
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127884
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386219
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669364
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978048
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308539
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67346
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078395
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526788
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024045
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.597842
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24544
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96893
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79549
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76233
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9033
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30635
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09136
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70874
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67047
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889922
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126996
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38525
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668221
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97586
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30613
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670794
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075432
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522683
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019173
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592001
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23722
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95805
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78127
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74372
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87879
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26854
 (435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03674
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64931
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66979
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889143
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126149
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384327
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667115
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973765
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303823
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668242
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072595
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518756
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014439
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586345
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2293
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94753
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76747
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72562
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8549
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23155
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98909
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58271
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669174
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888402
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125343
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383449
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666045
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971766
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301622
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665807
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069885
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515009
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00984
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580874
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22165
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93736
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75408
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70801
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83163
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19537
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94197
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50188
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668598
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887702
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124582
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382617
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665015
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969861
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299523
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663485
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067303
ª(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511439
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.005382
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575591
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21429
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92755
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7411
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69091
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80897
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89537
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42212
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668056
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887041
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123861
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381831
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664024
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968051
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297529
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66128
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064851
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508051
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001012
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570494
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20722
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9181
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72854
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6743
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78693
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12544
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8443
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35953
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.49977
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667544
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886416
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123184
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381093
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663071
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966334
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295641
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659189
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062526
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504841
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996682
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20326
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8524
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59562
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45752
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46069
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91695
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09168
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79243
Û(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29789
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43054
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667066
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885832
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122548
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380399
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662279
(435.63, 13.89, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964713
