¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(396.40, 13.91, 248.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911835
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337422
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719691
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135967
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596082
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130234
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73656
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43569
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24398
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18414
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31331
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6785
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36023
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50017
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47093
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144866
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406317
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685596
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993753
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339053
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721456
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137306
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59807
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13364
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740444
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44059
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24955
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19104
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32129
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68821
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37121
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51808
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50636
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146337
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407922
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686522
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995146
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340592
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723123
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138589
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601037
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136915
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744319
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44531
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25481
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19771
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32914
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69755
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38169
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53539
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54036
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147742
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409133
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687406
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996457
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34204
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724689
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139813
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603883
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140062
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748325
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44985
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25982
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20413
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33679
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7065
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3917
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55355
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57287
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149084
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409901
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688247
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997684
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343399
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726155
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140978
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606607
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14308
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752166
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4542
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26462
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2103
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34412
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71506
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40121
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57242
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6042
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150359
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41063
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689043
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998827
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344648
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727522
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142082
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609211
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.145965
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755841
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45838
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26924
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21622
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35112
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72322
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41023
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59043
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63463
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151569
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411319
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689798
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999887
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345786
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728788
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143126
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61169
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14872
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759352
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46237
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27366
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2219
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35781
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.731
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41875
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60755
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66367
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152713
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411969
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690509
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000865
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346834
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729953
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144113
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614048
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151342
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.762694
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46617
™(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27788
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22745
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36417
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73835
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42676
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62378
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6913
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15379
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412578
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691175
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001757
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347789
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731016
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14504
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61628
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153831
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76587
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46978
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2819
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23272
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3702
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74479
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43428
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6391
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7175
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154803
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413147
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691797
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002565
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348656
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731977
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.145904
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618388
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156183
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768876
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47321
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28572
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23772
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3759
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75086
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44128
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65353
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.74226
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155747
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413676
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692376
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003288
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34943
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732837
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146707
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620372
¡(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158403
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771712
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47645
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28935
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24244
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38127
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75655
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44777
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66703
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76556
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156625
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414166
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692911
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003928
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350111
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733596
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14745
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62223
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160487
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774378
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47951
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29277
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24688
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38631
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76188
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45376
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67962
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78739
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157435
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414613
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693402
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004481
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350701
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734251
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148133
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62396
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162435
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776872
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48232
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29599
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25105
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39101
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76684
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45923
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69128
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80773
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158179
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415021
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693848
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004952
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351198
¡(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734805
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148755
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625566
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164248
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779193
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48492
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29901
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25494
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39538
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77141
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4642
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70201
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82657
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158854
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415389
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69425
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005336
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351604
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735254
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149316
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627043
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.165921
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781343
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48734
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30182
(396.64, 13.92, 248.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25854
