¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (394.17, 14.88, 307.74) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.110301
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82638
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094903
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341077
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604794
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892775
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134765
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384816
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654576
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946364
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331718
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910813
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048426
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192192
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342442
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499599
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31325
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14814
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40526
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67684
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89693
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12793
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37053
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64068
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00271
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49685
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03285
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61615
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72651
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793916
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506852
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434402
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86826
ü(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35488
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36899
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32072
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23516
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5979
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74369
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08152
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53552
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03562
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0422
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804398
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515751
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445444
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75333
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29021
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29299
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26086
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15489
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51878
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63717
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97871
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42368
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9401
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95439
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813967
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522531
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453803
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63523
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22724
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21624
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20114
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05395
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43996
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5565
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84952
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31828
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82192
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84445
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8226
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527162
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459505
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51416
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1724
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13881
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1415
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95411
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36147
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46626
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72144
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21357
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70331
ˆ(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73139
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830297
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529612
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462547
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45121
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11685
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06075
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08194
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85636
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28787
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37621
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62843
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10957
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58532
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61893
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837027
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531038
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462955
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45402
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06066
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98211
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02255
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76275
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21402
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28664
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53613
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9618
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47196
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50706
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842791
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536854
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460656
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45475
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00389
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90854
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9633
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67315
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14048
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20514
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43337
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84924
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35528
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38132
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847587
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540656
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455677
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45344
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94656
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.842
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9042
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58685
ı(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06726
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12329
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33053
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74243
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23542
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24202
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851408
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54255
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448087
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45007
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78792
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77492
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82489
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49833
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99622
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03959
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23785
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63636
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12019
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10374
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854254
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542467
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437836
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44463
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59912
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70729
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72987
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41368
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92694
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95636
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14715
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51757
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00571
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9665
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856146
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540424
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424939
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43716
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50583
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63923
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64781
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3328
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85462
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87901
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05275
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41182
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00396
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83029
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85705
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536413
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412584
ê(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42767
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49425
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57071
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55488
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25558
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78263
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80927
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95756
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3072
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88088
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69516
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98931
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856985
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530473
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405325
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41615
(394.09, 14.81, 307.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4802
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.288446
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.259094
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.233816
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.21061
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.189405
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.169775
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.151608
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.134806
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.119276
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.104949
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.091881
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.079956
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.186989
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.160627
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.13554
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.111669
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.089017
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.067559
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.047246
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.028081
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.010057
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.993103
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.97723
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.962442
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.948699
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.935995
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.924308
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.913624
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.904706
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.911653
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.942652
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.016713
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.106424
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.080685
Ÿ (394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.056186
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.032887
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 5.010791
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.98985
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.970045
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.951366
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.933783
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.917276
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.901841
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.887445
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.874088
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.861735
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.850399
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.840061
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.831944
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.836935
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.858724
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.902374
(394.09, 14.81, 307.72) (411.43, 8.42, 315.86) (0.81, 2.16, 0.81) Human 4.987789
