¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´ (374.26, 8.88, 337.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.335103
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48877
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728333
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990976
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280167
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60006
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955712
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353375
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800879
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308144
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887808
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556388
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33594
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25635
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35935
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70501
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38283
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40215
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.455889
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.554035
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.658652
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.770372
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.888121
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.013481
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.14803
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.292779
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.448881
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.616516
Û(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.798251
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498351
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73882
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002468
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292861
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614063
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971306
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370836
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820558
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33047
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913381
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586002
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37063
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29754
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40905
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76609
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45982
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60946
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.458536
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.556848
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.661647
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.773568
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.892054
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.01769
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.152544
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.297631
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.454123
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.622293
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.804513
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.508405
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749763
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014482
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306093
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628743
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98764
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389122
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841193
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353912
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940248
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617107
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40706
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34081
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46128
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83047
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54104
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73262
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.461355
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.559844
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.664839
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.776973
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.896223
è(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.02215
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.157327
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.302774
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.459668
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.628417
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.811148
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.009917
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761252
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027094
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319969
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644107
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004744
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408298
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862796
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378452
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968425
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649738
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44532
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38628
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51623
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89815
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62654
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84988
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.463617
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.563025
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.668225
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.780586
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.900627
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.026863
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.162382
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.308208
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465526
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.634886
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.818161
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.017543
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773229
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040223
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334457
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660138
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022608
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428322
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885409
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404202
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997894
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683898
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48541
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43393
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57383
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96923
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71649
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96725
 (374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.465549
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.566389
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.671808
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.784409
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.904921
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.031829
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.167709
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.313938
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471703
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.641703
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.825549
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.025581
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.243979
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053955
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349566
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676873
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041257
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449229
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908992
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431013
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028699
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719654
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5273
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48383
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63423
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04381
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81092
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09078
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.467635
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.569937
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.675587
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.788442
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.909234
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.03705
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.17331
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.319961
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.478199
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.648869
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.833319
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.034033
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.253207
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.493454
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36528
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694338
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060704
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471008
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933575
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459017
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060848
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756964
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57115
— (374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.536
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69742
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12197
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91004
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22059
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.46987
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.573272
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.679563
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.792686
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.913772
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.042526
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.179185
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.326279
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.485012
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.656386
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.841471
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.042902
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.262891
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.504072
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381673
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712459
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080894
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493691
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959225
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488214
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094379
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79587
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61683
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59049
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76352
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20376
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01392
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35693
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.472257
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.575815
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.683737
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.797141
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.918536
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.048258
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.185336
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.332895
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.492148
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.664258
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.850006
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.052189
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273035
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.515195
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.782747
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731306
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101945
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517288
™ (374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985901
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518572
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129293
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836426
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66454
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64737
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83254
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28932
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12275
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49406
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.474795
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.578521
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.688108
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.801806
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.923527
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.054115
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.191763
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.339809
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.499606
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.672482
(374.53, 8.93, 337.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.858928
