¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(331.66, 7.40, 369.84) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.353857
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.81155
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.79675
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.63356
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.032932
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.007736
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.983758
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.966
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.989495
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.014195
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.040128
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.067325
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.122958
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.241887
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.36754
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.591462
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.630019
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.670338
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.712465
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.90917
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.38882
(331.65, 7.36, 368.89) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.70271
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.02747
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.84103
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.79372
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.79223
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.92857
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.44024
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.84624
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.037134
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.011917
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.987918
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.969812
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.99336
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.018115
ê(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.044104
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.071359
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.126778
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.245898
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.37176
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.640839
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.680111
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.721168
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.825497
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.046227
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.0939
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.28458
(331.65, 7.36, 368.89) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 14.67381
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.8789
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.82873
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.82547
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.96246
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.4435
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.85595
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.042327
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.017083
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.993061
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.974419
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.998031
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.022852
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.04891
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.076233
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.131179
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.250523
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.376624
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.692122
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.732144
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.773977
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.959827
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.67266
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.12597
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.31442
(331.65, 7.36, 368.89) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 14.70788
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.68112
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.67679
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.67531
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 14.99933
(331.65, 7.36, 368.89) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.47585
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.86921
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.048517
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.023242
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.999189
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.979825
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.003511
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.02841
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.054548
ì(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.081954
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.136164
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.255759
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.382131
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.745375
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.786183
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.877105
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.100446
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.56028
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.16056
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.34633
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.78733
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.68613
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.68137
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.67927
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.80484
(331.65, 7.36, 368.89) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.52488
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.88601
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.05571
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.030399
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.006312
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.986034
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.009807
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.034795
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.061024
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.088526
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.141733
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.261611
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.388287
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.800658
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.84229
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.014889
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.06512
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.45141
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.19769
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.38033
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.82993
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.69471
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.6792
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.71803
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.84614
(331.65, 7.36, 368.89) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.57718
(331.65, 7.36, 368.89) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.90639
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.063914
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.038561
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.014434
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.99305
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.016922
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.042009
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.068343
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.095951
å(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.147892
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.268081
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.395092
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.858042
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.93285
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.159156
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.0735
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.34593
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.2374
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.41644
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.87572
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.73826
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.72269
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.76137
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.89032
(331.65, 7.36, 368.89) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.6328
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.073136
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.047737
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.023565
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.00088
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.02486
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.050061
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.07651
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.104239
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.154641
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.275172
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.402554
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.9176
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.074171
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.955834
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.83363
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.2466
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.27972
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.45469
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.92475
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.78478
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.76916
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.80758
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.93744
(331.65, 7.36, 368.89) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.6918
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.083385
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.057934
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.033714
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.010695
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.033628
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.058954
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.085532
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.113394
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.161984
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.282888
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.410672
ë(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.992556
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.222177
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.962125
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.60639
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.23485
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.32469
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.49511
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.97708
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.83432
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.81864
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.8567
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.98752
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.63852
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.094673
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.069164
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.044889
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.02182
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.043235
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.068698
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.095417
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.123424
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.169926
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.291234
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.419454
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.13749
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.816577
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.969578
(331.65, 7.36, 368.89) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.50801
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.2852
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.37236
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.53773
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.03277
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.88694
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.8712
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.90879
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.04063
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.69151
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.107009
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.081438
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.057104
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.033978
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.053688
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.079299
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.106173
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.134338
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.178469
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.300212
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.428902
(331.65, 7.36, 368.89) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.289315
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.825106
(331.65, 7.36, 368.89) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.978197
í(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.3669
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.33855
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.42277
(331.65, 7.36, 368.89) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 13.58258
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.09189
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.94269
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.92688
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.96389
(331.65, 7.36, 368.89) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 14.09682
(331.65, 7.36, 368.89) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.74769
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.120407
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.094768
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.070369
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.047183
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.064991
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.090766
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.117806
(331.65, 7.36, 368.89) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.146144
