¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395102
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59392
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322918
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476455
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638091
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810725
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995472
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193598
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407759
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624881
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827416
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044142
¶(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276544
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52632
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870245
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353628
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902126
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966532
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.514
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05449
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58642
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65376
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17939
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3557
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02575
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95428
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0523
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63214
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15545
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43226
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323308
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476833
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638494
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811155
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995931
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194091
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407089
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62597
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828577
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04538
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277869
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527743
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857368
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339088
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885577
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902447
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44258
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02331
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57486
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63807
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2392
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37763
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93196
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04525
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91766
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49063
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9858
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27117
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323934
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477484
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639188
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811896
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996724
»(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19494
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627611
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830326
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047248
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279869
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529889
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844891
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360875
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840092
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37308
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9542
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56338
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62248
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30134
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40218
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84196
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12346
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78889
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28862
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75578
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09421
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324798
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478411
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640174
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812948
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997848
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196145
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409295
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629807
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832665
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049748
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282543
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532757
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832813
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311366
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306063
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779374
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30555
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84964
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5519
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60693
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36584
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42935
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77459
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20182
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62521
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06141
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5194
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90883
³(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325898
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47961
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641452
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814312
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999306
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197706
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410974
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632556
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835597
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052878
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285895
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536354
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821131
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789609
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2527
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720318
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23986
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7483
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5405
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59146
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4327
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45924
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72097
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28387
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41725
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84297
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2923
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73093
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327234
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481084
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643022
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815987
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001097
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199625
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413034
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635861
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83912
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056642
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289922
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540676
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811754
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715004
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200719
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662875
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16694
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65011
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52913
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57607
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50202
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4918
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67045
À(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36975
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27213
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63303
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0741
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53731
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328806
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482831
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644881
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817972
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00322
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201902
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415479
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639722
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843235
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061038
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294628
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545725
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185652
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64219
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150171
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607017
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08033
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55497
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51783
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56077
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53695
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46776
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62296
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14906
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13313
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48669
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8644
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31926
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330615
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484854
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647037
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820271
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005678
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204535
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418309
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644142
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847947
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06607
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300015
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837554
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121973
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571117
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074677
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552713
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996292
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46268
É(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50657
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54551
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57076
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4121
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57848
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90239
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95129
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34932
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7144
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10982
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332661
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48715
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649482
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822881
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00847
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207527
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421522
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64912
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853253
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071739
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57011
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793276
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059758
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501691
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996737
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496851
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914741
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37328
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4954
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5304
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59085
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35952
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53523
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66499
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68956
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21791
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57868
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95592
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334945
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489722
(336.19, 7.24, 329.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652221
