¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(365.78, 9.94, 328.70) (364.58, 1.36, 363.47) (0.81, 2.16, 0.81) Human 21.6289
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063958
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550258
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01379
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64345
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27646
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06026
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.81963
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83965
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10914
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57236
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17934
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00634
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22165
›(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44987
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66236
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902374
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177351
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472058
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759371
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122604
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667274
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046052
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552906
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060168
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552333
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01784
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64803
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29415
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08054
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.85116
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91925
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20308
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68383
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30548
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15672
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40576
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457844
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671011
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909612
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185315
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482233
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770515
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112206
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670795
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049939
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534889
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056751
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54852
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02232
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6531
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31251
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10159
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84701
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00074
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2994
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78557
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43444
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31189
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59589
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465863
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679712
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916805
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193233
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492535
™(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781801
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101081
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674509
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054045
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516541
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.053701
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545124
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02722
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65865
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33152
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1234
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91169
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0842
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39813
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89008
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56734
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47193
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79235
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473923
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68846
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923952
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201098
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502963
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793224
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112065
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.678416
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058362
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497864
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051022
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542135
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03254
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66468
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3512
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92011
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9777
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16964
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49699
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99744
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70418
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63692
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99527
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482028
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697256
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931279
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208913
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513514
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804788
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124788
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.682515
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062895
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484643
Ÿ(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048712
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.53956
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0383
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6712
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37154
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97751
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04501
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24823
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58947
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10765
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84505
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80707
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20487
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490172
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706098
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940907
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216673
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524005
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816489
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137667
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686808
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06764
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489915
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046771
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.537395
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04465
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6782
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11342
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.036
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11265
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31994
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68428
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22082
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97307
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98253
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42137
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498356
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714982
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950584
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224379
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532528
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828325
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150697
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671149
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072599
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495426
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045198
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535644
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05821
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68569
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1648
°(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0956
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17477
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39332
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78152
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33279
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10211
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16347
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64502
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506578
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72391
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96031
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232027
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540988
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840296
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163878
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65377
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077772
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501174
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043995
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.534304
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07257
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69366
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21707
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15635
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23822
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47105
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88126
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43917
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25989
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85217
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514837
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732879
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970083
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239614
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549384
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852403
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177209
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635608
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083159
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50716
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043163
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.533374
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08186
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42394
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27028
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21822
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30301
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56742
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9743
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54848
£(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40561
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54232
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523131
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741886
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979899
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247139
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557712
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86464
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190688
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616673
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088758
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513382
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042697
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532856
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08127
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4813
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32446
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28121
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36962
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66584
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06832
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68559
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55514
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70793
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531459
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750933
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989758
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254601
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565972
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87701
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204316
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59699
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094571
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519842
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042602
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532749
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08115
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5395
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37959
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3454
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.454
