¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
• (439.66, 13.97, 277.69) (432.69, 7.93, 295.81) (0.81, 2.16, 0.81) Human 5.151353
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27489
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85183
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62819
(439.66, 13.97, 277.69) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 12.00258
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34372
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19395
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3058
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.59088
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.57488
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.56195
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 21.0836
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 20.00274
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 20.0093
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842574
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069346
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739075
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025608
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339099
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683459
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0591
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458694
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912827
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422184
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995359
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66025
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30544
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88569
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67829
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51107
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35164
Ğ(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32627
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.469
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.58969
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.5737
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.56077
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 21.08199
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 19.7699
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 19.77638
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839362
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065864
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735008
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021194
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334286
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678128
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053376
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452347
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90247
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410561
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982254
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64994
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33692
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9206
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72932
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.533
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36072
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4405
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5722
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.59154
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.57555
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 15.56261
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 21.08449
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 19.54619
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 19.55259
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836185
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062418
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308178
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016856
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329488
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672883
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04775
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446137
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892231
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399097
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971849
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6395
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35517
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95651
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.759
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55621
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37097
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55644
ù(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.39814
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.38055
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.36579
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.35387
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.34475
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.33844
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.0909
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.09025
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.09214
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.0966
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83304
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059009
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304469
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012512
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324744
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667654
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042284
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440083
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882151
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387783
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962839
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62919
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34415
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99355
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78459
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58064
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38238
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.26856
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.17388
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.71091
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.69787
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.68733
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.67927
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.67369
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.69515
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.77542
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.85923
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.94669
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82993
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055636
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3008
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008262
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320093
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662544
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036932
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434177
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874533
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376617
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953915
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61904
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33339
ó(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03935
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81097
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60629
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40284
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.27966
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.10218
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.71986
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.70681
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.69626
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.6882
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.68262
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.70395
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.78433
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.86826
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.95584
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826854
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052301
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297173
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564027
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315469
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657427
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031711
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428398
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868126
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365631
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945115
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.609
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32291
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08721
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83826
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63325
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43308
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9148
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 14.42858
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.73131
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.71825
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.70769
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.69962
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.69403
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.71523
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.79575
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.87983
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.96756
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823812
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049004
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293586
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560113
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310892
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6524
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026641
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422783
ò(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861886
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354775
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936413
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59908
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31268
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11574
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86646
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66144
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46471
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03784
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.63202
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.74526
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.73219
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.72161
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.71354
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.70795
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.72899
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.80969
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.89395
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.98188
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820807
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045744
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290041
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556244
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84737
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647445
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021693
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417311
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855811
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345864
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927804
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58924
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30275
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11525
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89552
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69091
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51123
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0872
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.65891
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.76173
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.74864
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.73806
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.72997
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.72438
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.74526
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.82617
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.91064
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.99879
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817837
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042525
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28654
è(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552423
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843183
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64255
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016867
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41197
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849895
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338402
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919321
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57956
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2931
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10414
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92551
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72169
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56695
(439.66, 13.97, 277.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09176
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 13.68984
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.78074
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.76764
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.75704
(439.66, 13.97, 277.69) (422.47, 11.92, 307.19) (16.13, 8.89, 8.72) Truck 12.74894
