¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(329.92, 7.43, 375.13) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.78115
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84739
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36527
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26067
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5121
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23533
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730172
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953224
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198673
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46742
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761904
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085933
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445746
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845766
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295505
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802756
é(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368311
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00213
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7318
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59732
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62804
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8656
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38774
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28908
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54476
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2514
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732649
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955912
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202102
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471169
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766021
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09047
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450799
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851397
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30219
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810308
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376596
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01174
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7429
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61088
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64289
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88388
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41029
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31761
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5815
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.26963
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735154
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958792
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205547
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474936
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770157
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095033
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455871
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857049
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308887
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817877
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384962
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02143
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7541
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62447
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65782
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90221
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43293
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34624
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61853
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29003
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737684
ê(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961969
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209007
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47872
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774312
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099615
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460962
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86288
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3156
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.825461
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393401
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03121
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76539
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63809
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67282
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9206
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45564
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37498
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65571
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31261
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740242
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965156
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212482
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482522
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778485
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104218
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466069
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868869
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322324
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833059
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401914
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04108
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77678
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65176
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6879
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93904
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47842
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40282
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69303
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.35925
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742824
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968359
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215972
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486341
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78268
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108842
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471191
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874869
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329058
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840672
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410502
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05103
ë(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78827
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66545
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70305
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95753
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50126
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43015
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7305
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.54052
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745432
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971574
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219477
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490173
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786888
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113487
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47633
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880877
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3358
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848294
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419165
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06105
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79986
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67916
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71827
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97607
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52417
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45779
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7681
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72461
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748066
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974802
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222995
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494022
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791115
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118148
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481483
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886889
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342554
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855927
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.427896
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07117
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81154
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69202
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73356
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99465
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54714
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48576
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80583
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91157
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750724
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97804
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226523
ê(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497882
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795356
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122828
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48665
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892908
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34931
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863565
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436699
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08135
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82331
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70493
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74891
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01326
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57016
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51403
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84369
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10141
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753407
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981289
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230067
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501757
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799613
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127524
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491829
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898931
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356074
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871216
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.44557
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09161
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83517
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71789
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76432
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03191
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59324
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54261
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88165
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756112
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984548
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23362
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505646
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803883
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132236
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49702
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904958
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362842
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87887
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454507
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10194
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84711
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7309
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77979
ş(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0506
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61635
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57144
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34532
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758842
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987819
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237185
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509546
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808168
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136965
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50222
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910986
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369613
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886525
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.46351
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11235
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85915
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74395
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79531
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06931
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63951
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76162
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38625
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761724
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991099
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240759
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513457
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812465
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141706
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507432
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917014
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376383
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894186
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472577
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12283
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87126
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75704
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8109
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08804
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77304
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78982
(329.92, 7.43, 375.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42722
