¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.09679
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04577
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20087
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36246
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2373
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499501
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786054
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100537
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44707
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830749
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257856
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736042
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274883
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888693
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59213
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40566
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23029
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0037
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86977
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92598
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23537
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40456
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54198
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68529
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83473
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99045
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15267
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32161
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255658
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519518
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808034
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1247
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473745
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860414
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290958
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77323
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316973
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930684
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6405
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46192
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19824
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96737
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95144
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05526
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84206
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07006
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20247
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34067
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48474
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63496
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79148
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95452
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12424
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30095
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274088
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539654
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83007
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148948
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500572
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890182
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324241
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810622
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359308
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972923
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6891
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5034
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17437
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93601
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.116
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15498
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46459
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74988
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87761
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01096
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15005
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29512
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44626
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60373
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76768
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93845
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11617
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3011
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292568
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559804
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852175
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173292
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527472
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9201
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357664
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848213
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397743
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01531
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73798
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4883
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15712
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91647
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40979
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22735
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06318
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44324
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56661
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69541
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8298
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96995
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11605
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26827
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42688
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.592
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76387
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94281
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311081
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580067
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874331
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197691
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554493
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950122
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391244
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886028
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433361
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05793
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7871
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4738
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14039
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89757
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72855
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25847
…(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30739
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00794
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25717
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39742
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52718
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66258
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80373
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95083
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10413
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26373
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42991
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60291
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329636
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600335
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896579
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222185
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58159
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980296
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424942
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923965
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469151
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10069
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8365
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45984
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12428
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87935
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96732
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28918
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10247
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71967
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91333
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06153
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2158
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37011
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50692
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64947
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79802
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95279
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11392
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28168
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348211
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620649
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918902
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246759
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608778
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01055
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458836
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960681
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50516
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14363
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87142
†(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44643
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10873
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30557
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98085
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31945
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90504
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23914
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58486
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72751
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87608
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03078
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19178
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35937
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50484
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65501
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81138
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97418
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366878
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64099
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941222
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271396
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63604
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040898
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492825
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992704
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541322
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18677
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85986
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43364
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09372
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70566
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99543
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34922
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71467
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0409
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38586
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40839
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55156
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70065
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85591
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01747
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18562
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36052
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52155
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67973
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385498
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661398
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963642
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29608
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663423
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071391
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526957
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024879
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577682
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22999
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84884
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42139
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07931
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9871
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01103
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22736
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53117
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8499
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18459
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10322
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24134
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38522
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53504
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69095
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85322
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02211
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19778
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3806
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404198
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681825
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98605
