¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(401.94, 14.18, 244.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920901
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.83494
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.82015
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.80844
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.79983
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.79434
÷(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.8111
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 16.06038
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978261
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20704
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455311
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720284
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005519
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317551
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660236
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032707
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44125
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.601803
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.574223
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.548482
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.524549
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.502405
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.482024
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.463388
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.446475
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.431272
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.41776
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.405928
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.015111
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.77282
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.75895
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.74823
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.74063
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.73608
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.75043
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.91282
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976822
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205486
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453687
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716141
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000984
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312589
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654759
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027157
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438732
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905675
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.65434
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.628346
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.60418
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.581818
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.561235
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.542415
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.525332
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.509976
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.496325
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.484373
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.005468
õ(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.84507
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.83217
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.82235
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.81562
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.812
(402.18, 14.19, 244.15) (372.33, 8.15, 254.00) (0.81, 2.16, 0.81) Human 15.83081
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975463
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204027
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451003
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712079
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996584
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307737
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649428
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021742
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436344
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902965
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.737689
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.711432
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.687022
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.664433
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.643641
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.624626
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.607368
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.591853
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.578062
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.565982
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.996138
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 24.23279
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974127
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202552
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447387
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708125
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992261
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303021
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644237
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016573
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434083
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900469
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.824401
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.797871
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.773205
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.75038
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.729369
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.710154
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.692713
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.677032
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.663091
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.650881
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.9866
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.19252
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972843
Ä(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201171
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443824
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704273
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988039
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298407
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639186
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013694
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431341
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895216
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.914607
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.887794
(402.18, 14.19, 244.15) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.862864
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.969
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65193
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15983
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70862
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43362
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17087
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81574
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.81284
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.16673
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971604
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19982
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440402
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700523
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983971
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293916
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634244
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009505
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425278
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88843
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407432
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952855
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43422
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9667
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69945
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07922
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61441
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31115
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08256
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79988
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.646
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.14188
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970408
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197775
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437025
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696841
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979967
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289552
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629425
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004183
Á(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41941
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881863
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400032
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951629
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43286
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96523
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74765
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0011
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52961
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19228
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99521
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78457
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.48585
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.11796
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96923
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194738
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433778
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693311
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976109
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285306
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624761
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999028
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413662
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875477
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392826
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951043
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43221
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96453
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79658
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92539
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44747
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07694
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90866
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76987
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.33219
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.09497
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968118
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191812
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430571
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68987
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972309
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281176
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620219
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994005
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408097
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869246
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385838
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951113
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43228
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98765
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85569
Ö(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85204
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36797
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96499
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78791
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09232
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.18481
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.12273
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.0993
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.16941
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.17283
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.21021
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.39414
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967072
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188963
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427487
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686485
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968647
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277156
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615795
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989138
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402686
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863215
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379088
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951824
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43309
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03086
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91974
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78103
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29101
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85637
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5043
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76225
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.11039
(402.18, 14.19, 244.15) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.0518
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.06734
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.16066
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.13075
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.13433
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.14066
(402.18, 14.19, 244.15) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.14976
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966063
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186215
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424467
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683237
(402.18, 14.19, 244.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96509
