¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(433.54, 10.51, 361.77) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.535917
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772908
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10441
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26089
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42435
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59519
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514106
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699055
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898055
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112631
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344738
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59342
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859494
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149364
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329686
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504028
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688396
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883626
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090634
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310449
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500344
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690992
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892175
¸(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171625
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489936
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833138
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20417
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38143
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54886
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7239
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517602
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702803
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902062
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11698
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34944
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600999
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867706
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158321
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338151
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512934
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697775
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893494
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101091
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321535
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536677
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729065
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932089
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225824
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548034
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895644
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27154
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50677
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67842
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521242
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706701
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906266
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121533
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354335
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606941
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8762
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167592
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347477
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522707
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708065
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904373
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112539
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333657
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568862
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768726
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978729
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281979
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608282
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960446
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34147
°(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63714
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525022
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710781
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910635
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126237
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359458
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612451
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885008
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177202
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357587
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533386
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71927
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91621
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125051
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34686
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58286
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810117
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033048
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340105
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670732
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02764
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.414
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77277
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52898
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715012
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91522
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131179
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36478
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618274
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894076
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18708
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368573
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544922
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731433
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929013
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138574
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361181
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598063
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850505
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089244
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400301
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73538
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09725
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49143
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56338
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533052
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719397
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91995
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136272
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37031
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624259
¸(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900693
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197279
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380412
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557323
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744561
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942826
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153181
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376662
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614445
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867902
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14921
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471661
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819635
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1962
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60499
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537322
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72397
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924877
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141581
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376063
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630501
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907464
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207838
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393052
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570654
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75857
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95765
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171149
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400861
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645613
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906791
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236229
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565092
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920228
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30489
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72273
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541719
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728699
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929941
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147047
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381997
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636921
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914526
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217763
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409005
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591731
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785291
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990554
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208557
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440513
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687702
¼(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951592
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322027
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661729
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02437
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41743
(433.54, 10.51, 361.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84478
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610859
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989373
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450844
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975517
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571665
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07833
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90566
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55183
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28197
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05702
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93006
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91348
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01341
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38054
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1106
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43069
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67625
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74708
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51407
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75657
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00887
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27136
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54448
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82871
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611772
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990407
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445571
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969523
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564819
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20925
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85072
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48997
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21187
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99056
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85423
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81357
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89794
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20052
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98926
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31653
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64895
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73469
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66025
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90599
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16165
¶(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42764
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70444
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99251
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612407
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991092
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439695
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962889
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557207
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21847
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7962
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42864
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14232
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92475
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77915
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71506
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78428
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02465
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78247
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24566
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63792
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72491
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81257
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06172
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32091
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59057
(433.76, 10.53, 361.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8774
