¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(421.11, 14.90, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.2612
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623443
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36086
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17756
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76081
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37928
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04634
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05682
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39393
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94776
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116365
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371645
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650506
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955594
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284056
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646667
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048394
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492472
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990279
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588251
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31997
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1642
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74598
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38594
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05376
¹(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95144
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90033
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94658
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107051
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361472
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639375
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944077
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274846
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636342
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033378
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475698
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971409
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561687
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27908
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12687
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73187
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37854
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06215
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85696
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71819
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34824
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90504
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097717
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351305
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628246
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931847
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265616
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622853
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018381
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458928
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952566
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535053
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2382
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07888
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7185
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3636
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07159
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76345
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60129
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0738
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78746
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088376
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341116
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617095
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919609
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252576
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609378
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003417
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442233
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933785
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508405
×(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20105
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03094
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70586
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34949
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07071
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67086
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48573
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80704
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40649
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079024
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330926
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605927
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907339
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239047
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595951
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9885
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425575
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915068
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481724
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17025
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98308
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69393
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.885891
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.831697
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.779989
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.73071
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.683804
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.769078
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06965
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320707
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594781
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895085
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225525
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582562
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973634
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408972
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896441
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455004
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.797322
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.767941
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.740629
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.715359
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.692101
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.670838
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.651545
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.171336
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.130626
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060301
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310523
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583617
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882831
ì(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212021
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569194
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958818
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392424
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877862
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42825
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.83559
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.806088
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.778665
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.75329
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.729938
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.708588
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.689214
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.71204
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.674664
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05093
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300304
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572454
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870569
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198509
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555904
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944039
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375957
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859354
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403909
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.876094
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.846467
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 9.818925
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.455706
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.41328
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.372908
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.334535
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.298122
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.263633
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041549
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290101
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56128
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858326
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185005
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542622
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929319
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.349849
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.3255
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.310751
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.297668
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.286242
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.276455
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.268302
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.261775
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.256867
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.253572
í(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.251888
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.251814
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032177
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279879
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550135
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846082
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171491
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529426
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914661
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343151
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.361616
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.346857
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.333773
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.322348
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.312573
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.30444
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.297936
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.293059
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.289804
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.288166
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.288145
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022818
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269683
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538984
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833838
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158016
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515996
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900044
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326876
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.39965
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.384881
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.371795
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.360376
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.350613
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.342497
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.33602
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.33118
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.327965
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.326376
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.326409
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013445
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259494
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52783
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821613
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144548
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501078
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885519
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31067
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.439642
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.424864
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.411775
ö(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.400363
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.390614
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.38252
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.376073
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.371266
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.368094
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.366558
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.366652
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82118
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004091
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2493
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516695
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809402
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131082
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486206
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871025
(420.32, 14.94, 246.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294518
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.481638
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.466851
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.453761
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.442354
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.432621
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.424549
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.418132
(420.32, 14.94, 246.60) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 8.413364
