¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.232562
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99968
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25102
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93258
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68587
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52159
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22679
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99851
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76012
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233003
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476575
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697998
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934556
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195889
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514915
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861652
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239643
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656206
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13753
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67151
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2672
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41551
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48983
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19561
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97694
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80821
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53919
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27981
¶(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01543
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236054
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501108
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724122
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962438
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254138
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5781
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930346
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314621
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737577
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22754
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77157
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46767
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85808
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.738
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46944
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28058
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10709
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82865
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52444
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55557
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239082
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526179
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75085
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010146
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313501
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642497
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000391
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391178
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820606
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31949
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87397
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71123
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32993
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84713
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7028
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59749
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40416
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0634
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77839
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27292
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241987
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549646
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781396
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066038
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373981
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708138
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071921
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469341
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905417
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41343
·(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05682
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96498
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83388
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94901
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81708
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79565
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6284
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3069
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04205
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65223
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244853
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552756
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834095
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122936
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43562
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775082
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144878
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549162
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99292
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50945
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28175
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22964
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95288
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05324
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93407
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97079
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85417
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55277
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31215
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94578
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247646
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558102
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87242
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171685
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496348
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843342
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219337
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630678
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08251
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67272
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51565
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50574
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01764
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1599
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05396
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20652
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08814
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80595
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57149
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15078
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250346
¹(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571238
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904701
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206633
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53425
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890921
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280632
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70805
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17409
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88078
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75898
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82167
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08304
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25306
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17665
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44959
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33064
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06867
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77787
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31588
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252981
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584197
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937382
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242034
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572733
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932882
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326517
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758443
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26414
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05976
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01232
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13884
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14901
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33065
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38264
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70037
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5821
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27922
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99156
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48306
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259415
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597007
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96914
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277945
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611727
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975426
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373098
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809612
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38311
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19725
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17537
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26429
¸(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25075
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40904
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60354
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95909
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81061
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48461
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21277
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270875
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609612
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983129
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314349
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651337
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018595
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420381
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864282
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50464
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33756
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34194
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4438
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45873
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65421
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8838
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2626
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01905
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70382
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44384
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282179
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622065
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996888
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351242
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691442
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06241
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468346
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973298
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62876
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48069
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51185
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62828
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67286
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94642
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20292
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50191
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26803
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97162
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73273
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293312
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63435
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010468
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388626
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732124
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106836
µ(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517066
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0845
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75561
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62676
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67166
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81787
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89345
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24944
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53485
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73116
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52621
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24956
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03291
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30428
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64641
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023834
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426517
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773366
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151877
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594049
(420.13, 14.40, 316.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19794
