¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678669
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.00409
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.33483
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418711
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676715
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964221
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279037
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625243
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007709
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432228
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906119
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438457
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04049
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71163
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46155
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32761
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39762
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6742
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21951
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00503
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11861
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.40662
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.38044
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.02946
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.17723
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.32831
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.31968
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 22.3154
(332.60, 7.34, 376.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 22.31548
(332.60, 7.34, 376.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 22.3199
(332.60, 7.34, 376.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 22.32869
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421587
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67966
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967436
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282595
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629156
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012029
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437042
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911558
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444512
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04741
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71983
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47098
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33822
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41018
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68928
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2385
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98853
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07388
¤(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26329
(332.60, 7.34, 376.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 21.04672
(332.60, 7.34, 376.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 21.04322
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424479
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682608
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970627
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286102
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633025
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01629
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441826
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916883
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450565
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05427
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72808
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48042
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34892
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42262
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70422
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25778
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97186
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03484
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20876
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427457
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685505
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973795
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289587
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636888
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020532
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446554
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922156
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45652
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06103
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7363
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48995
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35987
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.38736
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.35904
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.33344
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.31052
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29027
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.27267
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.25769
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.24532
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.23556
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22839
(332.60, 7.34, 376.16) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.2238
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22179
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.17557
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432678
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690759
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976939
º(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292993
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640649
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024751
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451224
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927406
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462436
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06775
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74458
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49942
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37093
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.36404
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.33577
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.31021
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.28733
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.26711
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.24953
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.23458
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22223
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.21248
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.20532
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.20073
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19872
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.15258
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437869
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696396
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980021
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296433
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644431
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028918
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455865
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932602
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468256
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07436
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75286
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50894
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38197
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.3434
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.31517
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.28964
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.26679
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.2466
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22905
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.21411
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.20178
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19204
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18489
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18031
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1783
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.13223
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443078
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70208
¹(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984158
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299766
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648134
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032996
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460414
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937712
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474041
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08095
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76117
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51847
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39302
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.32541
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29721
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.27172
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.2489
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22873
(332.60, 7.34, 376.16) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 13.2112
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19628
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18397
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.17424
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16709
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16252
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16051
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.11449
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448285
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707751
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990331
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303131
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651793
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037048
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464928
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942798
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47975
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0874
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76949
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52803
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40412
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.31005
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.28188
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.25642
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.23362
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.21348
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19596
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18106
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16876
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.15904
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1519
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.14733
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.14532
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.09936
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453489
µ(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713389
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99652
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306382
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655411
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041065
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469415
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947792
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48539
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09383
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7778
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5376
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41523
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.29731
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.26917
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.24373
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.22096
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.20083
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.18333
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.16844
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.15615
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.14643
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1393
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.13473
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.13272
(332.60, 7.34, 376.16) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 13.0868
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458719
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719077
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002729
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312865
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658973
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045049
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47383
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952729
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490982
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10018
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78615
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54719
(332.60, 7.34, 376.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42637
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.28719
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.25907
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.23364
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.21088
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.19077
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.17328
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1584
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.14612
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.13641
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.12928
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.12471
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.1227
(332.60, 7.34, 376.16) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.07682
