¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.91967
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847561
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241959
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679823
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16874
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718042
°(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33947
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04811
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84841
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73008
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81157
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51275
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74588
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85475
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20628
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.60804
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.59456
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.58413
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.74592
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487838
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686343
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900939
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140783
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849675
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158279
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489625
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846501
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240761
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678517
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167262
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716365
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33758
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04481
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84175
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72319
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80814
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6348
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77112
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96019
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22021
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.61339
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.59814
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.58597
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.78674
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487436
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685908
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900437
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141379
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404806
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158927
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488813
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845618
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239765
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677408
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16605
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715008
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33602
«(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03676
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83252
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71693
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80529
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75997
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78635
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06889
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23806
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.65858
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.64328
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.63105
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.83082
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487121
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685568
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900485
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142047
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405535
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159606
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488175
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844905
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238985
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676534
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165051
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713851
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33475
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02912
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82374
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71126
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80299
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81428
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85488
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22924
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29174
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.70711
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.69175
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.67947
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.87818
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486896
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685324
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901167
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14279
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406347
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694897
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487694
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844337
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238374
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675874
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164309
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713022
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33016
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02189
œ(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81539
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70622
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80126
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83054
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93867
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92619
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34852
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.75903
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.7436
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.73126
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.92889
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486754
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685173
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901917
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143605
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407237
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695873
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006931
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843991
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237984
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67541
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163811
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712461
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32415
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01509
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8075
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70176
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80007
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84825
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02385
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11385
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40848
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.81438
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.79888
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.78649
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.98299
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486702
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685116
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902733
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144495
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40821
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696939
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006566
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8438
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237754
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675174
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16353
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711637
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31852
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00865
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80011
›(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69796
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78311
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86744
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11041
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10603
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47165
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.87324
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.85767
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.84521
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.04053
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486737
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685154
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903618
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145458
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409261
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697659
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006328
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346993
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237736
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675161
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163503
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706956
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31325
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00261
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79318
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69485
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7647
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88811
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19847
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09949
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.45401
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.93566
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.92001
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.90748
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.10159
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486861
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685258
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904571
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146495
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410394
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697089
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006218
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346871
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723163
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675347
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163752
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702593
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30831
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99699
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78671
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69529
—(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74696
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91023
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28792
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09417
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.41763
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.21012
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.68409
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.67406
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.82951
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.87468
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487071
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685417
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905589
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147605
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411606
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697015
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006233
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346888
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72227
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675772
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162223
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698554
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30372
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99173
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78068
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69249
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93387
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34142
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09014
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.36918
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.34843
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.13302
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.12029
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.85596
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 17.28741
(404.22, 14.26, 244.38) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 18.10427
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48737
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685671
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906676
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148787
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412899
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697145
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006376
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347045
(404.22, 14.26, 244.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721556
