¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(362.90, 7.09, 351.53) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.958736
Î(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.940546
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.029602
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.39149
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.988079
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03178
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984201
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193059
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416254
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655322
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.979273
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.958487
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.938999
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.920789
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.903837
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.888127
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.873641
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.860368
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.932204
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.020987
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.388979
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.984934
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91036
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970093
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178017
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400192
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638111
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.97081
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.950049
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.930583
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.912393
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.89546
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.879767
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.865297
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.852038
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.924786
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.013327
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.386004
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.981209
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80746
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956347
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163365
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384533
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621382
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.963518
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.942778
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.923331
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.905159
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.888242
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.872563
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.858108
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.84486
Ğ(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.918287
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.006617
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.382569
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.976909
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71975
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942922
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149076
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369298
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605042
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.957389
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.936666
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.917235
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.899079
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.882176
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.866509
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.852065
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.838827
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.912704
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.000851
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.378672
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.972028
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61529
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929881
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135159
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354445
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589176
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.952417
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.931709
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.912292
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.894147
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.877255
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.861599
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.847164
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.833934
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.908029
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.996025
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.374317
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.966578
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49669
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917181
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121628
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340005
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573735
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.948599
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.9279
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.908493
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.890358
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.873475
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.857827
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.843398
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.830175
Ê(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.904263
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.992135
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.369509
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.96056
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38052
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904818
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10845
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325962
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558686
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.94593
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.925239
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.905839
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.88771
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.870832
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.855189
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.840766
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.827547
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.9014
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.989179
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.364245
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.953976
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2667
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892811
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095675
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312281
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544079
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.944406
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.923719
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.904324
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.886199
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.869325
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.853685
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.839264
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.826047
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.899438
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.987154
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.358533
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.946832
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1553
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881133
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083239
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299044
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529938
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.944027
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.923342
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.903947
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885823
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.868949
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.853311
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.838891
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.825675
´(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.898377
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.986058
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.352374
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.939132
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0462
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73145
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869829
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071195
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286189
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516198
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.944794
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.924106
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.904709
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.886582
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.869708
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.854068
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.839646
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.826428
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.898216
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.985892
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.345774
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.930882
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92138
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32533
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858865
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059504
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273732
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504146
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756022
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027014
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319306
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871402
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514663
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.842337
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.825164
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.809402
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.795033
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782044
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.770475
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.92209
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72235
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46698
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848239
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048193
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261669
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493357
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744467
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014564
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305861
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84824
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48277
Ë(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.845885
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.828705
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.812937
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.798563
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.785569
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.773992
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.912758
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.793005
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.759774
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.728325
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.698627
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.670645
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837914
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037253
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249967
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482974
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73328
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002566
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29296
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82474
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450706
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.850762
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.833574
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.817797
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.803414
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.790414
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.778827
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.902894
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.642114
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.633882
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.627152
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.621918
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.618176
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828001
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026651
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240356
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472957
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722541
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991014
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280475
(361.88, 7.05, 351.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800983
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.435333
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.267271
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.839772
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.823984
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.809591
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.796584
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.784982
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.892505
(361.88, 7.05, 351.96) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.649048
