¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.371
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.07123
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.05829
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.04966
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912539
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132967
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371728
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631212
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909057
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211998
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544285
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910253
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315256
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765759
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269801
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844119
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50785
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26992
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11298
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09161
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24529
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55073
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97148
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75246
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88665
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.26591
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.23535
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.2092
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.18743
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.17003
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.15696
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.14823
Ì(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910729
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131005
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369598
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628911
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910059
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213094
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545466
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911587
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316751
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76741
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271628
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839471
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50187
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26303
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10801
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08579
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23842
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57879
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86502
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87927
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78321
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.37069
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.33992
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.31358
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.29164
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.27407
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.26088
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.25203
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909018
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129134
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367603
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626679
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909192
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21433
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546826
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913068
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318393
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769258
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273722
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841797
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49608
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25639
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10347
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08047
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2422
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60838
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76103
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88535
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74363
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.48089
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.44989
Ï(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.42334
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.40121
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.38349
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.37015
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.36119
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907342
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127358
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365661
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624588
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906904
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21568
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548301
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914709
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320196
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771299
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27599
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844379
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49054
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24996
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09931
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07564
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24764
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63954
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73685
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03225
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66426
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.59661
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.56537
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.5386
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.51628
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.49839
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.4849
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.47581
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905766
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125608
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363791
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622561
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904661
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213356
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549934
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916526
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322165
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773512
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27846
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847167
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49233
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24387
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09559
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01078
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25361
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6659
Õ(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77435
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25308
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56897
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.718
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.6865
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.65951
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.63698
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.61891
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.60527
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.59604
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904213
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123968
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361988
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620609
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902543
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211021
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548036
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918457
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324362
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775912
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281199
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850257
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49581
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23801
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09224
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9133
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95913
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67372
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81367
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48167
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54845
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.84519
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.81342
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.78619
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.76345
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.74518
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.73137
(437.05, 15.17, 250.61) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 22.72201
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902774
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122379
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360297
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618746
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900508
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207214
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541309
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920593
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326698
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778528
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284094
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853549
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49957
¹(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23857
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06156
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81821
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67895
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68219
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85482
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71836
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81083
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901387
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120912
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358644
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616982
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898343
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202385
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53598
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914166
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329207
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781297
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287257
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857067
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50357
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24319
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97948
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72534
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57306
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69127
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70155
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96342
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8567
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900036
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119448
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357119
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615319
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894003
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197633
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530786
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906734
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327811
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784272
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290579
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860833
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50787
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2452
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64972
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63472
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46981
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26962
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99988
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0533
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88669
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898824
¹(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118114
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355644
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612339
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889809
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193049
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525734
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899372
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319668
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787458
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294144
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864872
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51247
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08135
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47357
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10362
(437.05, 15.17, 250.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36919
