¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (395.37, 14.76, 307.61) (415.90, 8.79, 310.82) (0.81, 2.16, 0.81) Human 4.465346
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46355
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36901
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.39895
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.40717
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.41439
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352923
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6113
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892989
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201201
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537773
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893802
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288497
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739513
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163354
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596829
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07982
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56575
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97717
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42424
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8341
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21222
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57823
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8442
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12134
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40994
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71425
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05887
¼(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46428
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23002
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17033
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.20784
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.216
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22316
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350724
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608923
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890371
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19834
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536054
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891899
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288231
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739197
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170945
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605176
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08465
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52901
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93738
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38104
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8125
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18916
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52796
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79169
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06869
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35486
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65661
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97507
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32492
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00601
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97934
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07993
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.03244
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.03955
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350038
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606496
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887718
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195466
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533482
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890018
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287954
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738905
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178928
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61396
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09435
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4972
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89889
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33927
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79248
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16781
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48004
¹(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74166
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01709
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30252
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60177
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91762
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2513
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79094
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76375
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79225
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.84523
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85228
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349878
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6043
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885095
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192539
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530285
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888158
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287669
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738558
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187292
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623159
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10453
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49337
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86171
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29891
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77401
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14811
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43441
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69401
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96727
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25273
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5497
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86306
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19406
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67241
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52931
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48661
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67628
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34971
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604127
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88241
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189622
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52706
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886384
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287373
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738288
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196043
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632792
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11324
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49056
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85238
¼(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25988
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73275
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39103
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64876
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91998
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20556
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50037
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81134
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13981
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60663
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32978
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29742
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51426
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52122
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349555
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603942
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881002
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186714
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523843
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884616
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287079
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737965
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205132
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642824
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10456
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48883
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85047
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24028
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69177
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10647
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34989
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60581
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87511
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1588
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45363
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76241
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08853
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57205
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25655
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10569
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.35897
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57879
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34939
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603772
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880795
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183761
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520595
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882906
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286788
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737624
Ã(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21467
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653301
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09669
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48221
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8497
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23945
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66057
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06913
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31097
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56519
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83268
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11444
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40957
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71625
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04012
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54025
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18684
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97794
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21021
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21708
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.448944
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.440898
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.433744
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183326
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5173
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881381
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286511
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737294
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22453
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664187
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08969
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47464
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85008
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23982
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.661
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03148
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27418
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5268
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79261
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07252
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36763
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67282
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00693
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51121
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12058
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90457
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0678
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07463
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.44287
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.434816
(395.37, 14.76, 307.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.427652
“(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1831
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515232
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881147
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28622
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736962
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234797
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675516
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08352
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46798
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85154
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2414
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66266
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98997
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23014
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49068
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75485
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03306
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32632
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63203
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98244
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48486
