¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.30767
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.13224
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.10647
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08298
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06174
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.04272
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02592
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.01131
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99888
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98862
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98052
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97457
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97076
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96909
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96957
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208076
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45103
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715112
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003164
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318539
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665215
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978153
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260596
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565502
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895596
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254014
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64452
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27369
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.71444
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.04733
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02178
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99848
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97742
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95857
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94192
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92745
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91513
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.90497
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89695
Ì(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89107
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88731
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88568
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88616
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207962
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450905
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714951
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003038
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31838
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665014
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947498
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212729
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513882
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839741
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193407
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578513
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2035
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.88012
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96583
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94049
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91738
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8965
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87781
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8613
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84695
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83475
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82468
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81674
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81092
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80721
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80561
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80611
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207879
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450802
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71489
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002887
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318264
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66493
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9268
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176392
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463435
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785216
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134268
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514116
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13338
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.18014
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16161
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14095
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12253
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.10634
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09235
Ë(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08055
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.07093
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06349
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.0582
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05508
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05412
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05531
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05865
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06416
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207817
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450728
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714793
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002827
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318167
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664801
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.725008
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155013
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421046
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731944
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076525
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451309
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06336
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33793
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.57809
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.64081
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.92132
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.49387
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.47077
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.03039
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.47414
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207772
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450703
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714751
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002755
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318123
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656492
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.683743
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.784728
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398985
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683099
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020175
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390051
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993472
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27925
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.81584
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.62609
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.90343
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.47168
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.44251
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.99321
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.42304
 (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.262698
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.249781
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.237453
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.225707
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.214522
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.203888
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.193794
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.184225
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.175169
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.166619
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.158563
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.150992
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.144405
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.143419
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.149136
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.162596
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.187272
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.240207
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.41469
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.442243
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.432436
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.193779
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.181753
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.170288
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.159362
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.148965
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.139088
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.129716
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.12084
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.11245
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.104537
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.097095
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.090111
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.084883
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.084091
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.08779
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.096269
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.110335
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.131721
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.164693
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.228385
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.382298
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.148428
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.136845
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.125803
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.115282
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.105277
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.095775
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.086764
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.078236
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.070177
 (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.062585
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.055448
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.048767
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.044385
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.043659
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.046548
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.053214
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.064061
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.079852
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.102068
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.133861
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.184941
(409.16, 14.30, 243.82) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 7.4568
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.11445
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.103161
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.092398
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.082151
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.072407
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.063156
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.054385
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.046088
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.038253
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.030873
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.023941
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.017552
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.013688
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.012989
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.015422
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.021102
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.030274
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.043426
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.061381
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.085624
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.119282
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.171328
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.08774
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.076669
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.066117
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.056071
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.04652
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.037453
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.028863
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.020735
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.013064
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.005842
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.99906
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.992961
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.989423
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.988737
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.990876
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.995921
– (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.004059
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.015635
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.031207
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.051726
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.078892
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.116328
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.17518
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.066321
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.05542
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.04503
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.035142
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.025742
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.01682
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.008366
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.000372
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.99283
