°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã (383.24, 11.08, 322.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37512
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729683
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36832
∂(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10995
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98933
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36066
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01782
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7371
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40883
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.967
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56591
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.989723
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.106358
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.230906
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.364081
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.506835
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660174
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.825303
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003556
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196581
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40614
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634457
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893594
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180838
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498872
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893918
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36151
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795138
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255424
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780836
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427381
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17634
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06076
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65078
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3337
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08243
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69595
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27299
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89273
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.980655
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.096723
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.220612
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.353085
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.495054
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.64754
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.811678
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.988894
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.180668
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388862
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619799
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879214
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164997
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481296
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863976
ª(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327373
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836977
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302454
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833461
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488135
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23897
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13447
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76519
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66534
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43965
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99632
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60388
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30797
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.971814
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.087316
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.21056
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.342346
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.483548
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635185
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.798417
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974557
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165181
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37204
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607088
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865291
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149645
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464298
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834689
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293972
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820997
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350883
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887656
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550542
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30361
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21053
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40121
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01383
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73466
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33514
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01489
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72319
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.963173
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.078133
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.200757
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.331896
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.472345
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.623191
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.785501
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960624
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150075
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.360461
∂(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594827
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851829
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134811
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447855
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806081
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261288
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78339
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388159
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943399
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60774
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3703
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.289
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49739
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7677
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08105
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73803
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44845
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01153
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.954751
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.069168
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.191211
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.321715
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.461443
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.611488
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772908
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947051
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135926
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349599
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582942
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838755
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120421
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431943
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778254
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229394
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746662
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345413
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000764
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666692
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43907
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36992
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59673
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47895
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35443
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16277
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90641
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31256
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.946583
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.060442
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.181952
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.311775
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.45082
µ(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.600082
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760671
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933841
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.126266
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.33906
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571465
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82618
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106545
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416595
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76118
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198183
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710779
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303734
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001607
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727432
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45339
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69932
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20236
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29986
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61119
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26701
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64997
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.938612
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.051975
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.172902
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.302131
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.440497
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58902
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.748755
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922084
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116938
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328933
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560368
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814016
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093151
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401749
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744687
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167684
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675748
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263069
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958744
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789945
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58309
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53947
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81863
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93721
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2489
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61218
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73933
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26325
¥(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.930861
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.043714
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.164104
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.292742
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.430468
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.578229
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.737172
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913781
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.107916
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319128
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549666
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802289
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08023
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38746
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728793
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137938
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641576
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2234
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916962
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749022
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65851
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62826
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94431
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39078
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13607
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55749
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12935
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9187
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.923314
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035712
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.15557
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.283628
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.420727
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.567781
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725935
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904525
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09923
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.309674
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539355
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790973
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067776
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373693
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713489
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108875
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608217
(383.14, 11.07, 322.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184717
