¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.119853
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561161
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800782
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.077909
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.412372
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.784439
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.172533
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.609293
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.127387
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.739707
Î(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.489791
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.41885
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.64162
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.38172
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.27981
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09175
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.87682
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146153
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348675
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568921
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809264
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.08589
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.421292
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.785133
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.17331
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.610175
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.136225
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.991504
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1737
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21019
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.09686
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43317
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.3405
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03579
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84191
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152748
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355835
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57672
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81779
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.093752
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430082
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.785765
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.17402
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.611855
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747869
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399038
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19606
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25927
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63239
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.51246
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.39761
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98018
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80694
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159371
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363027
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584554
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826357
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.101494
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.438738
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786337
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.17466
ÿ(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211105
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773223
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426095
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21816
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30781
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65219
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.16663
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.45104
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92491
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.77191
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166022
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37025
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592424
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834962
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109113
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.439532
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786841
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749201
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230204
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798534
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455415
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2399
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33286
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70366
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.9252
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.50072
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87001
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73683
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172702
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377504
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600329
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843606
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.116607
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.439925
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337668
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766054
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250532
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823793
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484662
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2614
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34712
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76347
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28096
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54161
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.81547
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69599
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.179407
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384786
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608266
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852288
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.123971
Ë(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968719
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352599
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782821
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27246
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848958
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513853
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28585
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36058
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82133
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32357
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5525
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7936
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6485
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186136
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392097
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616233
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861005
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636177
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982045
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367526
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799602
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294325
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874084
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542987
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31839
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37325
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87726
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3632
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97736
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7923
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60182
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192889
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399433
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624232
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334949
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648171
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995365
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382388
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816339
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316115
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899075
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56941
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35074
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38509
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9311
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3998
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60131
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78963
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55595
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98022
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199664
ä(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406796
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065746
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347167
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660091
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008615
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397182
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833025
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337786
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924025
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588892
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38285
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39847
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96978
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43339
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38184
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78558
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5109
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91912
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.206461
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827468
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077719
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360291
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671946
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021847
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41198
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849633
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359362
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94694
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60825
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41458
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43685
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99121
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4638
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45989
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78016
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4663
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.85987
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213278
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836209
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089673
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37346
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686374
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03499
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426704
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866192
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380848
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963508
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627446
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44601
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47487
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01042
ò(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49105
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44051
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23462
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42168
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80243
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62038
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845008
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101614
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386596
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700881
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049139
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441342
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882723
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40116
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979976
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646513
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47712
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51249
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02737
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51512
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41992
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01794
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37792
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.74681
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628479
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853839
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11352
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399687
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715358
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065259
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455971
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900413
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415391
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996313
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665402
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50786
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53914
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05534
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53594
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41671
(335.42, 7.22, 312.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97336
