¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.011642
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.268069
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.252824
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.238699
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.22567
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.21372
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.202834
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.193023
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.184253
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.176522
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.169829
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.164168
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.161167
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.172649
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.20309
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.260775
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.388245
(401.66, 14.17, 246.00) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 24.34478
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003448
 (401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228583
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.613781
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.52037
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.483911
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.459372
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.43614
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.414168
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.393425
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.373916
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.355579
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.338433
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.322432
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.307575
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.293844
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.281212
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.269687
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.25924
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.249859
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.241549
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.234303
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.22809
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.224732
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.239455
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.280488
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.375656
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009053
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234838
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477588
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741423
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.685413
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.636307
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.607293
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.580165
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.554852
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.531101
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.508914
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.488206
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.468887
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.450934
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.434328
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.418994
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.404941
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.392097
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.380468
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.37003
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.360732
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.352606
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.348125
(401.66, 14.17, 246.00) (388.07, 7.96, 259.62) (0.81, 2.16, 0.81) Human 5.379986
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014642
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241168
é(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48446
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7502
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040246
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357828
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707026
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.786773
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.709488
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.619203
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.594499
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.571427
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.549961
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.990518
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.016
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.65334
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.23369
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.925455
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.904448
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.885451
(401.66, 14.17, 246.00) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.55218
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72809
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46257
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43598
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020369
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248411
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493717
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760401
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05142
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37008
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720503
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103588
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.76656
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.670822
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.645943
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.622705
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.601084
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.041933
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.04281
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.37257
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.56262
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.5088
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.31153
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.29148
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.65289
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78715
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52639
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0847
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67819
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026082
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257128
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503177
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770736
î(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062678
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382417
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73411
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118908
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.826184
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.724667
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.699603
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.676191
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.65441
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.095515
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.07173
(401.66, 14.17, 246.00) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.04984
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.286131
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.267795
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.251331
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.73449
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.04216
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84966
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59398
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74757
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30862
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031906
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264331
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512719
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781149
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074058
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394922
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747876
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134457
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.888447
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.780804
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.755547
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.731957
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.710008
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.151324
(401.66, 14.17, 246.00) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.36637
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.265048
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.244922
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.379757
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.606675
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.21964
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.54695
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9019
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66543
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23328
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81182
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037713
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270665
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522403
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791667
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085564
é(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407558
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761786
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150229
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.953442
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.839308
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.81385
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.790072
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.767948
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.209429
(401.66, 14.17, 246.00) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.702
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.225899
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.205871
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.330011
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.994283
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 10.17892
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.7491
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87449
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7408
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33457
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38083
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043606
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277011
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530527
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802301
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097175
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4203
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775835
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166211
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.021263
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.900254
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.874587
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.850613
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.828305
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.269898
(401.66, 14.17, 246.00) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.68567
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.471828
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.168934
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.150866
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.134645
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 10.5932
(401.66, 14.17, 246.00) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.31924
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85013
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81611
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15709
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96551
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049508
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283455
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537527
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813016
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108917
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433187
æ(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790015
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182406
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.092018
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.963725
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.937839
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.913661
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.891162
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.924144
(401.66, 14.17, 246.00) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.37725
(401.66, 14.17, 246.00) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.47145
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.650382
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.626048
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.603705
(401.66, 14.17, 246.00) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.0712
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94919
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82881
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78717
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96833
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61274
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95951
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055513
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289938
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544552
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822099
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120741
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446177
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804362
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198779
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.165816
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.029804
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.003693
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.979301
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.956604
(401.66, 14.17, 246.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.935579
