¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(365.44, 9.83, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373006
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810139
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066392
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341714
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63824
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958434
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.305163
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681775
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09221
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54113
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0341
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5778
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18036
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41286
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19822
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08438
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09186
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24722
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33375
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29937
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92886
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72587
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468145
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564685
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803286
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059051
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333831
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629748
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.949266
 (365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295237
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670991
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08045
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52827
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01996
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5622
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16306
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39268
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17557
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05881
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06271
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21366
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38915
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36084
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97024
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4244
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493077
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558601
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796783
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052082
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326346
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621692
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940569
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285818
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660762
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0693
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51607
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00656
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54741
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14665
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3736
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15415
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03456
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0351
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18189
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4241
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4255
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01406
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15931
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520532
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552846
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790628
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045489
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319266
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614069
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932342
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276909
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.651086
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05876
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50453
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99389
£(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53342
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13114
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79682
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13386
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01164
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00898
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15188
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39869
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4934
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06787
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11976
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549717
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558602
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784821
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039268
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312586
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606878
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924578
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268505
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64196
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04881
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49365
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98194
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52024
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11651
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78051
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11477
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99005
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98443
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1236
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37549
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5645
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17212
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17654
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580662
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577895
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779363
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033421
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306305
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600118
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917281
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260607
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633383
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03946
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48343
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97071
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50785
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10278
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76519
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09682
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96981
­(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96132
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09711
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35449
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.639
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28001
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05393
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613403
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59843
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774249
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027944
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300426
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593788
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910449
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253213
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625352
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03072
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47386
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9602
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49625
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08992
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75086
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08005
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95084
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93976
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07229
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33561
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64028
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33591
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87814
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631234
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622623
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769483
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022838
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.294945
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587889
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904083
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246323
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61787
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02256
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46494
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95041
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48545
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07795
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73751
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06445
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9332
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91965
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04922
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31898
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63822
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37436
­(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74286
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627194
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648819
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765063
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018104
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289863
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582418
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898181
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239933
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610934
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01501
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45668
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94133
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47545
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06685
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72515
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04995
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91684
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90104
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02786
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31924
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64778
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41559
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79988
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623458
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686127
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760991
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013741
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285178
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577377
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892741
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234046
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604543
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00805
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44906
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93297
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46623
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05663
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71376
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03662
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90181
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88392
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00262
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28643
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65981
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45967
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86097
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620028
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731181
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757263
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009748
¥(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280891
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572765
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887762
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22866
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598695
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00168
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4421
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92533
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45779
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04729
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70334
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02444
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88801
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86503
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97379
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25309
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67429
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48442
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92618
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1304
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616961
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778343
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781835
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006125
(365.45, 9.90, 327.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277003
