¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(406.15, 14.26, 246.84) (386.15, 7.94, 260.70) (0.81, 2.16, 0.81) Human 10.93542
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.518775
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.513087
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.50887
ú(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.50612
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.504836
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.915769
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998599
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211165
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440672
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699453
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987113
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302142
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56466
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809908
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.721107
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.693681
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.66794
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.643855
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.621402
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.600558
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.581301
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.563613
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.547476
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.532872
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.519787
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.50821
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.498127
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.489531
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.48241
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.476759
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.472572
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.469846
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.468577
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.854044
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99283
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204944
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437488
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701393
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989243
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304449
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556595
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801281
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.685298
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.65801
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.632399
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.608435
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.586095
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.565358
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.5462
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.528604
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.512549
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.498023
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.485009
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.473494
û(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.463468
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.45492
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.447841
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.442225
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.438067
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.435363
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.434109
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.794979
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987166
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198834
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439372
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703402
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991486
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3069
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549083
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793259
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.651312
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.624154
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.598663
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.574815
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.552584
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.531947
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.512883
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.495374
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.4794
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.464945
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.451998
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.440543
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.43057
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.422068
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.41503
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.409447
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.405315
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.402631
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.401392
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.738504
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981634
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198276
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4413
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70553
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993796
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309442
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542146
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.647835
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.619111
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.592075
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.566701
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.542963
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.520833
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.500292
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.481317
ÿ(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.463889
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.447991
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.433606
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.420722
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.409322
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.399399
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.390941
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.38394
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.37839
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.374284
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.37162
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.370393
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.684554
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976234
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200115
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443305
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707727
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996199
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308601
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535723
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.617259
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.588659
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.56174
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.536477
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.512841
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.490808
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.470356
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.451466
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.434115
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.418288
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.403969
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.391143
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.379797
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.369921
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.361505
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.354539
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.349019
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.344938
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.342291
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.341078
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.803894
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977509
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202046
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445424
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998669
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303134
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529867
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.588408
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.559925
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.533115
„ (405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.507956
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.484416
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.462475
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.442109
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.423296
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.406019
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.390259
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.376001
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.363231
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.351936
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.342105
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.333727
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.326797
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.321303
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.317245
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.314616
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.313413
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.18519
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979367
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204048
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447576
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712352
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001247
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298151
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524549
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.561251
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.532875
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.50617
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.481108
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.45766
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.435803
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.415518
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.39678
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.379572
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.363876
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.349676
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.336957
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.32571
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.31592
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.307579
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.300679
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.295214
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.291177
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.288564
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.287373
(405.44, 14.27, 246.99) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.5995
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981262
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20612
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449815
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714789
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003903
 (405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293682
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519788
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.535757
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.507485
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.480878
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.455906
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.432544
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.410769
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.390558
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.37189
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.354744
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.339108
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.324963
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.312294
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.30109
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.29134
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.283035
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.276164
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.270723
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.266705
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.264107
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.262926
(405.44, 14.27, 246.99) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.751552
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983243
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208216
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452093
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717285
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006646
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289724
(405.44, 14.27, 246.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515554
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.511902
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.483726
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.457209
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.432323
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.409041
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.387341
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.367201
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.348597
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.331514
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.315932
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.301838
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.289215
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.278053
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.268339
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.260066
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.253222
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.247804
(405.44, 14.27, 246.99) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.243804
