¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671751
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269269
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472846
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689919
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922828
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176766
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454767
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760354
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045549
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360434
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713067
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102847
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061009
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494585
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933179
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32159
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74386
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20821
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42847
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68209
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95965
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25319
Æ(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56398
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91001
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23098
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47502
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73091
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9995
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83201
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.268133
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471612
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689546
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922498
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176404
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45437
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759915
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054843
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367945
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721342
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11201
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03894
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470297
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924109
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31181
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73321
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19887
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45288
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68538
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94725
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24014
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55025
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89177
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18468
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42695
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68103
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94763
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53023
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.267026
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470414
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689234
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922238
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176121
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45406
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759575
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064469
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375753
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729948
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559756
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017575
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446787
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916078
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30315
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72379
É(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19045
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47928
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71288
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95855
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22922
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53878
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8759
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14116
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38181
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63411
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89893
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24352
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26595
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469248
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688987
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92205
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175916
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453835
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759327
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074429
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384008
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738884
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552981
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996931
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42408
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895811
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29558
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71558
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18327
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50763
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74243
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98945
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24948
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52952
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86235
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10035
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33948
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59022
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85328
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12955
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264905
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468115
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688795
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921935
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175789
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453696
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759174
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084723
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39315
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748151
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551733
Ô(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976967
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402111
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871552
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28916
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70863
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17741
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53799
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77414
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02252
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28402
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55971
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83862
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06225
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29998
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5492
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8107
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08524
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263892
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467017
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6876
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921892
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175742
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453643
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759115
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095112
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404767
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185997
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556233
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957672
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380898
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848119
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28386
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70286
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17285
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57043
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80793
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0578
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3209
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59829
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86334
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0626
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2634
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51104
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77108
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04406
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26291
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465952
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686442
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921918
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175771
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453676
à(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759152
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096435
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41675
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190501
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561209
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939076
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360463
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825531
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27963
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69966
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16958
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60488
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84389
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09534
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36015
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63935
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88583
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09778
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29972
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51062
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73442
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00591
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261959
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46492
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685321
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922017
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175879
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453795
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759284
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096579
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429104
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195528
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566677
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934257
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340812
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803802
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27657
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69787
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16759
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64145
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88201
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13518
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4018
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66788
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91073
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13569
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33878
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55094
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77273
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00466
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261039
Ğ(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463923
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684237
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922118
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176066
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759508
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096828
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861671
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200976
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572706
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947829
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326282
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782933
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27459
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69723
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1669
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68014
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9224
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17731
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4459
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69423
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93815
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17628
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38065
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59416
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81741
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0508
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260152
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462962
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68319
