¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.685591
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37749
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43279
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76861
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98363
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75847
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5371
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.51822
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.49518
’(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.47678
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.46297
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.45374
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.4491
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.44902
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45233
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712756
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005539
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332123
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697651
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109437
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592949
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142255
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776484
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523398
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42174
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49823
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84717
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10097
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95198
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81755
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.59778
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.57016
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.54719
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.52884
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.51511
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.50596
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.50141
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462292
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723749
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018856
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346998
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714367
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128351
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617478
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168307
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806878
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.565277
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46558
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5605
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93549
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22385
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14625
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10033
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.85544
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.81112
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.77476
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.75041
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.73072
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.71569
(413.71, 13.54, 327.13) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.70529
·(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498718
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735857
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03199
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36167
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730863
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150251
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63976
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194029
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.836901
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606764
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50897
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62235
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02526
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35726
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34122
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38536
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564896
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747503
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044932
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376133
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747126
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173174
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661734
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219402
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866534
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647838
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55191
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68376
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1147
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48998
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53675
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67245
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633341
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758972
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05768
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390384
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763153
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195157
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68339
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244424
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899076
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686224
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6037
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74469
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20374
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62189
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73277
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9614
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709942
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774815
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070229
»(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404414
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778939
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213782
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704713
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269079
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932845
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72116
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65505
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80546
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29234
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75294
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92904
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21938
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814916
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850311
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08257
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418217
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79465
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232104
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725699
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293356
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966184
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755626
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70591
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86851
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37543
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88298
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1255
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45274
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924995
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928521
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094701
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431787
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813678
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250113
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746335
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317235
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999069
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789603
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75437
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93163
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47023
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01188
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32199
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68591
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006046
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011131
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106618
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44512
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830451
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2678
Â(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766609
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342836
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031488
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825628
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8019
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99959
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56442
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13953
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51836
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91874
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017386
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131897
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177251
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458206
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845716
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285159
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786511
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369978
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063416
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866136
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84883
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0669
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65792
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27231
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68891
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028533
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258856
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267239
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471044
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860679
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302174
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806029
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396674
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093813
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906087
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89514
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13353
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75066
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40945
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84674
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039464
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342885
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362772
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483624
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87533
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318844
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825162
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422906
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120632
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945465
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94278
Æ(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1994
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83008
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97828
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00343
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050175
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35476
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502443
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55412
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889665
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335155
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844141
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448661
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146939
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.984239
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99027
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25773
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90761
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0976
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15881
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060657
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366366
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648264
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658061
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903676
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351104
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865832
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473923
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174588
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02239
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03704
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31514
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98496
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21759
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31281
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070906
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377774
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718709
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772122
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917355
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366679
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887077
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498673
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205892
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05857
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08307
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37251
(413.71, 13.54, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06114
