¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (371.94, 8.88, 338.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40073
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.897601
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.22726
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.597315
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.015584
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.48025
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618127
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183686
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830786
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57817
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45097
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49744
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6958
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00839
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46682
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50944
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49924
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.11971
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.655212
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.853805
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.071129
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.30991
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.573429
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.865672
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191535
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.557084
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.96995
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426986
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557476
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114651
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751509
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48622
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34308
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35536
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.572
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89001
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34457
 (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04792
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05763
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.635691
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.83248
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.047748
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.284163
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544947
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.834005
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.156125
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.517236
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.924788
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374463
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497769
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046789
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673672
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39604
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23736
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22946
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44442
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75183
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21501
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79515
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63312
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.616284
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.811291
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.024522
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.258603
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.516688
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.802601
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.121032
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.477776
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8801
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.32268
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.795306
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980073
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597205
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30758
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13384
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10672
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28029
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6062
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0792
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58488
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22477
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.596998
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79024
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.001461
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.233233
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.488653
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771467
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.086262
† (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.438704
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.835888
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271629
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.736634
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914449
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522121
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2208
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03245
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98666
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12437
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46386
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94602
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44422
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8318
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.577834
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.769331
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.978562
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.208056
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.460845
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.740602
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.051814
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.400024
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.792153
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.221305
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.678911
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849973
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448376
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13565
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93311
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86923
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98347
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32469
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81604
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0296
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45337
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.558793
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.748566
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.955833
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.183074
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.433269
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710009
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.017694
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.361734
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.748896
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.1717
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.622122
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786555
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375937
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05217
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83578
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7544
€ (372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84595
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18865
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68915
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53208
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.91345
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88921
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87774
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92854
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97849
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.03278
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.09148
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.15464
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.539881
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.727948
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.933272
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.158291
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.405923
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.679692
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.983901
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323842
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.706117
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.12281
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.566258
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724252
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30483
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970277
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7405
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64211
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71169
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81788
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56529
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40099
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73747
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30882
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.49845
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.55133
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.60869
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6706
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73711
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.521098
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.707478
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.910885
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.13371
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.378816
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.649654
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.950438
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.286343
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.663817
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.074628
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.511308
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663012
ú(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235026
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889927
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64709
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53227
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58061
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62892
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44436
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27408
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39864
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.98321
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.96212
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10469
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16078
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.502446
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.68716
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.888672
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.109331
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351944
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619894
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917305
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.249241
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.621996
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.027149
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.457257
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602788
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166434
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811134
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55565
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42482
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45261
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50253
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32631
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15125
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07177
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39834
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.483929
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.666996
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.866639
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.085158
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325313
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.590416
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.884508
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.212538
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.580655
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.980367
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.404097
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54364
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099121
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733878
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46607
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31973
ÿ(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32765
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37989
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77761
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03237
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98727
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97038
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465549
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.646989
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.844783
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.061194
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.298923
(372.20, 8.80, 338.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.561223
